Acad of Enter	ET 88C,FRIA C T 	ET 88C	FRIA C T 					1
Kinesiology	KIN PE 10,O'FALLON D R	KIN PE 10	O'FALLON D R	30	2	1		38
Kinesiology	KIN PE 10,TIAMFOOK M J	KIN PE 10	TIAMFOOK M J	25	6	3		42
Kinesiology	KIN PE 10,BARNETT R T	KIN PE 10	BARNETT R T	30	3			47
Kinesiology	KIN PE 10,SHICKMAN T D	KIN PE 10	SHICKMAN T D	24	6	2		42
Kinesiology	KIN PE 10,HEROLD M J	KIN PE 10	HEROLD M J	36				39
Kinesiology	KIN PE 10,PLUTCHOK K A	KIN PE 10	PLUTCHOK K A	36				42
Kinesiology	KIN PE 10,BARNETT R T	KIN PE 10	BARNETT R T	22		1		45
Kinesiology	KIN PE 10,ROQUE E M	KIN PE 10	ROQUE E M	6	3	1		14
Kinesiology	KIN PE 10,BENDITSON A	KIN PE 10	BENDITSON A	18				27
Kinesiology	KIN PE 11A,BARNETT R T	KIN PE 11A	BARNETT R T	22	4			31
Kinesiology	KIN PE 11A,ROQUE E M	KIN PE 11A	ROQUE E M	21	3	2		30
Kinesiology	KIN PE 11B,BARNETT R T	KIN PE 11B	BARNETT R T	10	5	1		26
Kinesiology	KIN PE 11B,BARNETT R T	KIN PE 11B	BARNETT R T	13	6			29
Kinesiology	KIN PE 11B,GARCIA S M	KIN PE 11B	GARCIA S M	39	3	2		54
Kinesiology	KIN PE 11C,BARNETT R T	KIN PE 11C	BARNETT R T	12	5	1		22
Kinesiology	KIN PE 11C,LINDHEIM G M	KIN PE 11C	LINDHEIM G M	20	3	1		39
Kinesiology	KIN PE 11C,MURRAY Z M	KIN PE 11C	MURRAY Z M	5	2	2		24
Kinesiology	KIN PE 14,BARRON E A	KIN PE 14	BARRON E A	17	2	1		26
Kinesiology	KIN PE 17,STRONG L M	KIN PE 17	STRONG L M	18	3			28
Kinesiology	KIN PE 17,STRONG L M	KIN PE 17	STRONG L M	35	7	1		52
Kinesiology	KIN PE 19C,SHICKMAN T D	KIN PE 19C	SHICKMAN T D	18	5	4		33
Kinesiology	KIN PE 19C,SEYMOUR P S	KIN PE 19C	SEYMOUR P S	33	1			41
Kinesiology	KIN PE 19D,SHIMA T H	KIN PE 19D	SHIMA T H	22	9			38
Kinesiology	KIN PE 19E,PORTER L A	KIN PE 19E	PORTER L A	30	1			38
Kinesiology	KIN PE 21,BARNETT R T	KIN PE 21	BARNETT R T	11	6			25
Kinesiology	KIN PE 25A,RALSTON L C	KIN PE 25A	RALSTON L C	15	3	3		25
Kinesiology	KIN PE 25B,RALSTON L C	KIN PE 25B	RALSTON L C	6	2	2		15
Kinesiology	KIN PE 25C,RALSTON L C	KIN PE 25C	RALSTON L C	5	1			9
Kinesiology	KIN PE 41W,EASTCOTT M B	KIN PE 41W	EASTCOTT M B	30	1			37
Kinesiology	KIN PE 43A,PEHANICH J	KIN PE 43A	PEHANICH J	25	7	1		38
Kinesiology	KIN PE 43A,ENFIELD M D	KIN PE 43A	ENFIELD M D	31	3	1		39
Kinesiology	KIN PE 43A,ENFIELD M D	KIN PE 43A	ENFIELD M D	32	8	1		44
Kinesiology	KIN PE 43C,PEHANICH J	KIN PE 43C	PEHANICH J	6	4			10
Kinesiology	KIN PE 43C,PIERCE T L	KIN PE 43C	PIERCE T L	11				13
Kinesiology	KIN PE 46,MOOREHEAD J R	KIN PE 46	MOOREHEAD J R	12	1	1		17
Kinesiology	KIN PE 48A,CARTER‐AARON L J 	KIN PE 48A	CARTER‐AARON L J 					6
Kinesiology	KIN PE 48A,SHIMA T H	KIN PE 48A	SHIMA T H	34	6	1		50
Kinesiology	KIN PE 48B,BULLOCK J A	KIN PE 48B	BULLOCK J A	20	3			32
Kinesiology	KIN PE 48B,CARTER‐AARON L J 	KIN PE 48B	CARTER‐AARON L J 					4
Kinesiology	KIN PE 48B,CHAVEZ E C	KIN PE 48B	CHAVEZ E C	20	5	1		34
Kinesiology	KIN PE 48C,ESKRIDGE B M	KIN PE 48C	ESKRIDGE B M	12				13
Kinesiology	KIN PE 48C,BULLOCK J A	KIN PE 48C	BULLOCK J A	9	2		1	17
Kinesiology	KIN PE 48D,ESKRIDGE B M	KIN PE 48D	ESKRIDGE B M	16	1			22
Kinesiology	KIN PE 48D,BULLOCK J A	KIN PE 48D	BULLOCK J A	6	1			10
Kinesiology	KIN PE 49A,ROMAN P A	KIN PE 49A	ROMAN P A	8	2			11
Kinesiology	KIN PE 50A,ESKRIDGE B M	KIN PE 50A	ESKRIDGE B M	9				13
Kinesiology	KIN PE 50C,ESKRIDGE B M	KIN PE 50C	ESKRIDGE B M	11	1			14
Kinesiology	KIN PE 53A,LIVSHIN B S	KIN PE 53A	LIVSHIN B S	33	3	2		42
Kinesiology	KIN PE 54A,GAVANKAR S S	KIN PE 54A	GAVANKAR S S	6	5			12
Kinesiology	KIN PE 54B,GAVANKAR S S	KIN PE 54B	GAVANKAR S S	5	2	2		9
Kinesiology	KIN PE 56A,TIAMFOOK M J	KIN PE 56A	TIAMFOOK M J	18	2	2		26
Kinesiology	KIN PE 57A,ROQUE E M	KIN PE 57A	ROQUE E M	28				37
Kinesiology	KIN PE 57B,ROQUE E M	KIN PE 57B	ROQUE E M	15	6	2		27
Kinesiology	KIN PE 57B,RYAN N A	KIN PE 57B	RYAN N A	7	2			11
Kinesiology	KIN PE 57C,RYAN N A	KIN PE 57C	RYAN N A	10	1			16
Kinesiology	KIN PE 58A,SANDOVAL H J	KIN PE 58A	SANDOVAL H J	32	3	1		51
Kinesiology	KIN PE 58A,BENNETT J L	KIN PE 58A	BENNETT J L	25	13	1		45
Kinesiology	KIN PE 58A,PORTER L A	KIN PE 58A	PORTER L A	33	6	2	1	45
Kinesiology	KIN PE 58B,SANDOVAL H J	KIN PE 58B	SANDOVAL H J	18	7			34
Kinesiology	KIN PE 58B,HUNER K A	KIN PE 58B	HUNER K A	8		1		15
Kinesiology	KIN PE 58B,SANDOVAL H J	KIN PE 58B	SANDOVAL H J	38	3	1		47
Kinesiology	KIN PE 58B,HUNER K A	KIN PE 58B	HUNER K A	17	10	2	2	38
Kinesiology	KIN PE 58C,HUNER K A	KIN PE 58C	HUNER K A	5	3			11
Kinesiology	KIN PE 58C,BENNETT J L	KIN PE 58C	BENNETT J L	18	2	6		36
Kinesiology	KIN PE 59A,PIERCE T L	KIN PE 59A	PIERCE T L	13				15
Kinesiology	KIN PE 59B,PIERCE T L	KIN PE 59B	PIERCE T L	10				11
Kinesiology	KIN PE 88A,ROQUE E M	KIN PE 88A	ROQUE E M	4				6
Kinesiology	KIN PE 88B,ROQUE E M	KIN PE 88B	ROQUE E M	1				2
Kinesiology	PRO CR 7,BENDITSON A	PRO CR 7	BENDITSON A	18	8	2		36
Kinesiology	PRO CR 10,CHAVEZ E C	PRO CR 10	CHAVEZ E C	10	23	1		46
Kinesiology	PRO CR 11,PRITIKIN A	PRO CR 11	PRITIKIN A	14	13	7		39
Kinesiology	PRO CR 12,SHIMA T H	PRO CR 12	SHIMA T H	19	5	5	1	41
Kinesiology	PRO CR 19,ROQUE E M	PRO CR 19	ROQUE E M	10				11
Library	LIBR 1,WOMACK C Z	LIBR 1	WOMACK C Z	26	5	5	2	46
Library	LIBR 1,WOMACK C Z	LIBR 1	WOMACK C Z	17	3		1	30
Library	LIBR 1,WOMACK C Z	LIBR 1	WOMACK C Z	16	5	4		40
Life Science	ANATMY 1,DELL M M	ANATMY 1	DELL M M	5	3	4	1	30
Life Science	ANATMY 1,HUTCHINSON S C	ANATMY 1	HUTCHINSON S C	3	1	1		34
Life Science	ANATMY 1,STEPHANOU M L	ANATMY 1	STEPHANOU M L	7	1	5		32
Life Science	ANATMY 1,WATSON K R	ANATMY 1	WATSON K R	7	10	6		34
Life Science	ANATMY 1,ZUK P A	ANATMY 1	ZUK P A	14	1	1		38
Life Science	ANATMY 1,VALLE A M	ANATMY 1	VALLE A M	3	3	5		29
Life Science	ANATMY 1,HILL B J	ANATMY 1	HILL B J	5	8	5		27
Life Science	ANATMY 1,HUTCHINSON S C	ANATMY 1	HUTCHINSON S C	3	2	5		34
Life Science	ANATMY 1,DELL M M	ANATMY 1	DELL M M	4	5	4		31
Life Science	ANATMY 1,LE M K	ANATMY 1	LE M K	13	4	3		33
Life Science	ANATMY 1,CABREL C B	ANATMY 1	CABREL C B	11	14	4		33
Life Science	ANATMY 1,FINK S A	ANATMY 1	FINK S A	21	3	2		34
Life Science	ANATMY 1,FICKBOHM D J	ANATMY 1	FICKBOHM D J	7	3	5		29
Life Science	ANATMY 1,FICKBOHM D J	ANATMY 1	FICKBOHM D J	8	7	6		34
Life Science	ANATMY 1,WISSMANN P B	ANATMY 1	WISSMANN P B	5	4	3		30
Life Science	ANATMY 1,COVITT G S	ANATMY 1	COVITT G S	4	6	9		35
Life Science	ANATMY 1,RINDEN N S	ANATMY 1	RINDEN N S	8	9	12		35
Life Science	BIOL 2,HOUGHTON J L	BIOL 2	HOUGHTON J L	30	5	7	1	45
Life Science	BIOL 2,DELL M M	BIOL 2	DELL M M	3	7	3		41
Life Science	BIOL 2,SKYDELL J L	BIOL 2	SKYDELL J L	3	7	6		46
Life Science	BIOL 2,SKYDELL J L	BIOL 2	SKYDELL J L	1	7	11		48
Life Science	BIOL 2,CABREL C B	BIOL 2	CABREL C B	22	12	4	1	45
Life Science	BIOL 2,NELSON R E	BIOL 2	NELSON R E	10	14	15		50
Life Science	BIOL 2,COLAVITO M C	BIOL 2	COLAVITO M C	8	5	7	2	40
Life Science	BIOL 2,NELSON R E	BIOL 2	NELSON R E	10	15	6	1	48
Life Science	BIOL 2,HUTCHINSON S C	BIOL 2	HUTCHINSON S C	8	5	10		32
Life Science	BIOL 2,MCLAUGHLIN D	BIOL 2	MCLAUGHLIN D	8	5	7		36
Life Science	BIOL 2,MCLAUGHLIN D	BIOL 2	MCLAUGHLIN D	14	5	5	1	38
Life Science	BIOL 2,HOUGHTON J L	BIOL 2	HOUGHTON J L	27	7	2	5	41
Life Science	BIOL 2,BUCHANAN A G	BIOL 2	BUCHANAN A G	3		8		38
Life Science	BIOL 2,HOUGHTON J L	BIOL 2	HOUGHTON J L	23	8	4	2	53
Life Science	BIOL 2,ROSTAMI M	BIOL 2	ROSTAMI M	26	20	2	6	63
Life Science	BIOL 2,CASSANO V P	BIOL 2	CASSANO V P	20	8	2		61
Life Science	BIOL 2,CASSANO V P	BIOL 2	CASSANO V P	29	8	3		59
Life Science	BIOL 3,KIM‐RAJAB O S	BIOL 3	KIM‐RAJAB O S	5	7	2	1	23
Life Science	BIOL 3,VON DER OHE C G	BIOL 3	VON DER OHE C G	13	5	5	1	35
Life Science	BIOL 3,SAKAI W H	BIOL 3	SAKAI W H	4	9	9		30
Life Science	BIOL 3,SAKAI W H	BIOL 3	SAKAI W H	2	7	10	1	31
Life Science	BIOL 3,JAYACHANDRAN S	BIOL 3	JAYACHANDRAN S	12	8	6	4	38
Life Science	BIOL 3,SPIEGLER M A 	BIOL 3	SPIEGLER M A 	6	7	1	13	32
Life Science	BIOL 3,SPIEGLER M A	BIOL 3	SPIEGLER M A	3	11	7		30
Life Science	BIOL 3,LONDE S P	BIOL 3	LONDE S P	1	8	9	2	36
Life Science	BIOL 3,FENNOY S L	BIOL 3	FENNOY S L	4	8	10	3	34
Life Science	BIOL 3,SAKAI W H	BIOL 3	SAKAI W H	2	4	13		31
Life Science	BIOL 3,SAKAI W H	BIOL 3	SAKAI W H	6	3	12	1	29
Life Science	BIOL 3,NICHOLS L B	BIOL 3	NICHOLS L B	8	10	6	1	33
Life Science	BIOL 3,CHEN T T	BIOL 3	CHEN T T	3	9	6	3	30
Life Science	BIOL 3,RAYMER P C	BIOL 3	RAYMER P C	10	8	8	2	37
Life Science	BIOL 3,KIM‐RAJAB O S	BIOL 3	KIM‐RAJAB O S	11	5	1	1	29
Life Science	BIOL 3,KIM‐RAJAB O S	BIOL 3	KIM‐RAJAB O S	9	3	5	1	29
Life Science	BIOL 3,FENNOY S L	BIOL 3	FENNOY S L	4	9	6	1	29
Life Science	BIOL 3,ROMERO R	BIOL 3	ROMERO R	6	11	4		31
Life Science	BIOL 3,KAY B W	BIOL 3	KAY B W	11	11	2	2	36
Life Science	BIOL 3,GRAHAM E A	BIOL 3	GRAHAM E A	6	6	11	2	33
Life Science	BIOL 3,CHEN T T	BIOL 3	CHEN T T	4	6	7	4	31
Life Science	BIOL 9,SMITH LA M	BIOL 9	SMITH LA M	12	9	3		42
Life Science	BIOL 9,JORDAN E A	BIOL 9	JORDAN E A	10	6	12	6	45
Life Science	BIOL 9,JORDAN E A	BIOL 9	JORDAN E A	1	12	13	5	40
Life Science	BIOL 9,PRICE W M	BIOL 9	PRICE W M	8	14	4		43
Life Science	BIOL 9,JORDAN E A	BIOL 9	JORDAN E A	8	10	12	3	42
Life Science	BIOL 9,SAKURAI D S	BIOL 9	SAKURAI D S	5	7	14	2	45
Life Science	BIOL 9,SAKURAI D S	BIOL 9	SAKURAI D S	5	8	13	1	44
Life Science	BIOL 9,SMITH LA M	BIOL 9	SMITH LA M	12	5	2	3	39
Life Science	BIOL 15,TARVYD E S	BIOL 15	TARVYD E S	4	6	15		33
Life Science	BIOL 15,TARVYD E S	BIOL 15	TARVYD E S	5	4	4		26
Life Science	BIOL 15,BAGHDASARIAN G	BIOL 15	BAGHDASARIAN G	5	9	5		34
Life Science	BIOL 15N,MOSS J L	BIOL 15N	MOSS J L	5	7	8	1	26
Life Science	BIOL 21,COLAVITO M C	BIOL 21	COLAVITO M C	7	11	10		35
Life Science	BIOL 21,COLAVITO M C	BIOL 21	COLAVITO M C	11	7	10		31
Life Science	BIOL 21,SCURIC Z	BIOL 21	SCURIC Z	5	11	9	1	34
Life Science	BIOL 21,CHEN T T	BIOL 21	CHEN T T	3	5	4		30
Life Science	BIOL 22,BOBER M A	BIOL 22	BOBER M A	11	13	4		39
Life Science	BIOL 22,BOBER M A	BIOL 22	BOBER M A	5	16	7		37
Life Science	BIOL 23,BAKER E H	BIOL 23	BAKER E H	5	9	3		23
Life Science	BIOL 23,BAKER E H	BIOL 23	BAKER E H	6	6	4		22
Life Science	BOTANY 1,BAKER E H	BOTANY 1	BAKER E H	9	7	6		28
Life Science	BOTANY 1,TOWER J A	BOTANY 1	TOWER J A	3	7	2		26
Life Science	BOTANY 1,TOWER J A	BOTANY 1	TOWER J A	3	6	3		24
Life Science	BOTANY 1,AZUMA K K	BOTANY 1	AZUMA K K	2	6	2	1	28
Life Science	BOTANY 3,TOWER J A	BOTANY 3	TOWER J A	10	5	3		26
Life Science	MCRBIO 1,LEDEZMA M G	MCRBIO 1	LEDEZMA M G	6	8	5		25
Life Science	MCRBIO 1,BUCHANAN A G	MCRBIO 1	BUCHANAN A G	6	10	8		26
Life Science	MCRBIO 1,BUCHANAN A G	MCRBIO 1	BUCHANAN A G	8	9	5		26
Life Science	MCRBIO 1,KLUCKHOHN JONES L W	MCRBIO 1	KLUCKHOHN JONES L W	5	16	6		27
Life Science	MLT 5,GAGNE C A	MLT 5	GAGNE C A	2	8	1		11
Life Science	NUTR 1,ORTEGA Y	NUTR 1	ORTEGA Y	8	10	9		48
Life Science	NUTR 1,STAFSKY G B	NUTR 1	STAFSKY G B	23	8	6		44
Life Science	NUTR 1,GONZALEZ C L	NUTR 1	GONZALEZ C L	7	9	10		45
Life Science	NUTR 1,ORTEGA Y	NUTR 1	ORTEGA Y	7	15	14		51
Life Science	NUTR 1,NOVAK D S	NUTR 1	NOVAK D S	7	11	13		44
Life Science	NUTR 1,GONZALEZ C L	NUTR 1	GONZALEZ C L	11	12	7		45
Life Science	NUTR 1,ORTEGA Y	NUTR 1	ORTEGA Y	14	10	5		40
Life Science	NUTR 1,GONZALEZ C L	NUTR 1	GONZALEZ C L	3	15	6		33
Life Science	NUTR 1,STAFSKY G B	NUTR 1	STAFSKY G B	20	10	4		41
Life Science	NUTR 1,NOVAK D S	NUTR 1	NOVAK D S	9	10	8		40
Life Science	NUTR 1,RICHWINE D R	NUTR 1	RICHWINE D R	25	7	6	1	42
Life Science	NUTR 1,NOVAK D S	NUTR 1	NOVAK D S	4	8	3	1	27
Life Science	NUTR 1,RICHWINE D R	NUTR 1	RICHWINE D R	15	19	2		41
Life Science	NUTR 7,GONZALEZ C L	NUTR 7	GONZALEZ C L	9	9	2		27
Life Science	NUTR 7,GONZALEZ C L	NUTR 7	GONZALEZ C L	8	7	8		37
Life Science	NUTR 4,ORTEGA Y	NUTR 4	ORTEGA Y	11	10	10		48
Life Science	NUTR 4,ORTEGA Y	NUTR 4	ORTEGA Y	13	14	11	1	49
Life Science	PHYS 3,AZUMA K K	PHYS 3	AZUMA K K	4	3	2		21
Life Science	PHYS 3,JOHNSON JA J	PHYS 3	JOHNSON JA J	8	7	4		19
Life Science	PHYS 3,VON DER OHE C G	PHYS 3	VON DER OHE C G	7	10	3		24
Life Science	PHYS 3,VON DER OHE C G	PHYS 3	VON DER OHE C G	9	3	4		25
Life Science	PHYS 3,STEPHANOU M L	PHYS 3	STEPHANOU M L	4	7	2		26
Life Science	PHYS 3,BOBER M A	PHYS 3	BOBER M A	6	6	6		26
Life Science	PHYS 3,WISSMANN P B	PHYS 3	WISSMANN P B	7	2	3		22
Life Science	PHYS 3,PRICE W M	PHYS 3	PRICE W M	6	6	6		23
Life Science	ZOOL 5,TARVYD E S	ZOOL 5	TARVYD E S	7	9	10	1	35
Life Science	ZOOL 5,MOSS J L	ZOOL 5	MOSS J L	8	5	8		31
Life Science	ZOOL 5,PATEL A	ZOOL 5	PATEL A	16	8	5	1	36
Math	CS 10,NESTLER A E 	CS 10	NESTLER A E 	1	1		8	10
Math	MATH 2,SASO M	MATH 2	SASO M	2	3	5		44
Math	MATH 2,JIMENEZ B S	MATH 2	JIMENEZ B S	8	10	15		47
Math	MATH 2,MURRAY D B	MATH 2	MURRAY D B	7	8	9		44
Math	MATH 2,MCGRAW C K	MATH 2	MCGRAW C K	6	4	1		28
Math	MATH 2,LONDON J S	MATH 2	LONDON J S	3	3	3		39
Math	MATH 2,LEE P H	MATH 2	LEE P H	8	2	4		34
Math	MATH 2,BOOSHERI S G	MATH 2	BOOSHERI S G	9	3	4	1	35
Math	MATH 2,SMITH S P	MATH 2	SMITH S P	14	6	3		50
Math	MATH 2,FINE R F	MATH 2	FINE R F	7	8	5	1	51
Math	MATH 2,RAMSEY E D	MATH 2	RAMSEY E D	7	5	5		36
Math	MATH 2,LAI I	MATH 2	LAI I	9	9	10		49
Math	MATH 2,GARCIA E E	MATH 2	GARCIA E E	3	9	13		42
Math	MATH 2,PACHAS‐FLORES W	MATH 2	PACHAS‐FLORES W	9	9	8		48
Math	MATH 7,HONG A M	MATH 7	HONG A M	2	1	3		22
Math	MATH 7,KONYA W	MATH 7	KONYA W	1	2	2		22
Math	MATH 7,RODAS B G	MATH 7	RODAS B G	5	9	2		44
Math	MATH 7,JIMENEZ B S	MATH 7	JIMENEZ B S	10	12	4		53
Math	MATH 7,MAZOROW M M	MATH 7	MAZOROW M M	12	2	3		47
Math	MATH 7,MCGRAW C K	MATH 7	MCGRAW C K	4	9	5		46
Math	MATH 7,MURRAY D B	MATH 7	MURRAY D B	6	12	10		47
Math	MATH 7,NESTLER A E 	MATH 7	NESTLER A E 	2	2	5	27	40
Math	MATH 7,SOLEYMANI S	MATH 7	SOLEYMANI S	14	9	5		51
Math	MATH 7,FRY G P	MATH 7	FRY G P	5	7	8		40
Math	MATH 7,JAHANGARD E	MATH 7	JAHANGARD E	4	2	4		40
Math	MATH 7,ASKARIAN S N	MATH 7	ASKARIAN S N	9	5	6		44
Math	MATH 7,MALAKAR S R	MATH 7	MALAKAR S R	2	1	8		40
Math	MATH 8,EDINGER G C	MATH 8	EDINGER G C	6	3	5		42
Math	MATH 8,WONG B L	MATH 8	WONG B L	2	5	5		45
Math	MATH 8,RODAS B G	MATH 8	RODAS B G	9	8	8		38
Math	MATH 8,JIMENEZ B S	MATH 8	JIMENEZ B S	6	15	7		51
Math	MATH 8,HONG A M	MATH 8	HONG A M	1	2	1		14
Math	MATH 8,NESTLER A E	MATH 8	NESTLER A E	1	7	5		39
Math	MATH 8,MARDIROSIAN R	MATH 8	MARDIROSIAN R	15	14	6		54
Math	MATH 8,ZAKERI G A	MATH 8	ZAKERI G A	7	15	13		50
Math	MATH 10,NESTLER A E	MATH 10	NESTLER A E	1	1	4		17
Math	MATH 11,HONG A M	MATH 11	HONG A M	2	6	7		35
Math	MATH 11,KONYA W	MATH 11	KONYA W	1	13	10		40
Math	MATH 11,NESTLER A E	MATH 11	NESTLER A E	2	5	6		35
Math	MATH 13,EDINGER G C	MATH 13	EDINGER G C	6	5	6		37
Math	MATH 13,ASKARIAN S N	MATH 13	ASKARIAN S N	10	7	7		36
Math	MATH 15,KONYA W	MATH 15	KONYA W	3	12	1		34
Math	MATH 15,JAHANGARD E	MATH 15	JAHANGARD E	7	4	5		37
Math	MATH 15,ZAKERI G A	MATH 15	ZAKERI G A	8	9	4		37
Math	MATH 18,CHO M	MATH 18	CHO M	1	4	6		43
Math	MATH 18,WANG E	MATH 18	WANG E	2	2	12		39
Math	MATH 18,BOOSHERI S G 	MATH 18	BOOSHERI S G 	3	5	4	11	33
Math	MATH 18,TSVIKYAN A	MATH 18	TSVIKYAN A	4	9	7		44
Math	MATH 18,GREEN T R	MATH 18	GREEN T R	5	7	7		47
Math	MATH 18,FINE R F	MATH 18	FINE R F	4	8	6		38
Math	MATH 18,WARD J E	MATH 18	WARD J E	7	6	6		40
Math	MATH 18,KORKHMAZYAN N N	MATH 18	KORKHMAZYAN N N	3	6	7		43
Math	MATH 18,ORTEGA J A	MATH 18	ORTEGA J A	2	2	8	4	40
Math	MATH 18,AKA D O	MATH 18	AKA D O	6	5	5		31
Math	MATH 20,QUEVEDO J M	MATH 20	QUEVEDO J M	3		7		32
Math	MATH 20,KARASIK P A	MATH 20	KARASIK P A	4		1		41
Math	MATH 20,TSVIKYAN A	MATH 20	TSVIKYAN A	8	7	6	2	50
Math	MATH 20,GHARAMANIANS J	MATH 20	GHARAMANIANS J	2	2	5		41
Math	MATH 20,BOOSHERI S G 	MATH 20	BOOSHERI S G 	1	3	10	8	33
Math	MATH 20,GREEN T R	MATH 20	GREEN T R	5	8	8	1	44
Math	MATH 20,LOPEZ MA 	MATH 20	LOPEZ MA 	3	8	4	12	35
Math	MATH 20,NGUYEN D T	MATH 20	NGUYEN D T	3	3	6	1	34
Math	MATH 20,MURRAY D B	MATH 20	MURRAY D B	1	5	5		32
Math	MATH 20,TRAN C D	MATH 20	TRAN C D	3	6	5		55
Math	MATH 20,WANG E	MATH 20	WANG E	3	5	8		39
Math	MATH 20,CHO M	MATH 20	CHO M	8	5	3		36
Math	MATH 20,GRAVES L P	MATH 20	GRAVES L P	4	6	6		44
Math	MATH 20,HUANG C Y	MATH 20	HUANG C Y	10	6	4		39
Math	MATH 20,SCOTT R H	MATH 20	SCOTT R H	8	8	11		42
Math	MATH 20,NGUYEN D T	MATH 20	NGUYEN D T	3	9	10	1	46
Math	MATH 20,LONDON J S	MATH 20	LONDON J S	2	4	7		32
Math	MATH 20,MARTINEZ M G	MATH 20	MARTINEZ M G	4	8	6	1	34
Math	MATH 20,WARD J E	MATH 20	WARD J E	2	8	8		41
Math	MATH 20,MEKNUNI M	MATH 20	MEKNUNI M	6	14	6	1	42
Math	MATH 20,OWENS D J	MATH 20	OWENS D J	2	3	7		33
Math	MATH 20,MEKNUNI M	MATH 20	MEKNUNI M	8	4	12		42
Math	MATH 20,YAN S K	MATH 20	YAN S K	3	18	7	1	45
Math	MATH 20,YEE D K	MATH 20	YEE D K	3	7	3		48
Math	MATH 20,CHITGAR M H	MATH 20	CHITGAR M H	5	5	7		44
Math	MATH 20,WONG J D	MATH 20	WONG J D	18	4	12	3	50
Math	MATH 20,KORKHMAZYAN N N	MATH 20	KORKHMAZYAN N N	9	2	11		41
Math	MATH 20,LIAO G	MATH 20	LIAO G	6	7	18		40
Math	MATH 20,KIM J J	MATH 20	KIM J J	6	5	6		34
Math	MATH 20,OKONJO‐ADIGWE C E	MATH 20	OKONJO‐ADIGWE C E	6	7	7		40
Math	MATH 20,AKA D O	MATH 20	AKA D O	9	3	10		33
Math	MATH 20,KARKAFI R H	MATH 20	KARKAFI R H	3	3	6		38
Math	MATH 21,MOASSESSI M	MATH 21	MOASSESSI M	4	1	11		37
Math	MATH 21,HARJUNO T	MATH 21	HARJUNO T	2	5	6		40
Math	MATH 21,GRAVES L P 	MATH 21	GRAVES L P 	2	1	3	12	33
Math	MATH 21,MCDONNELL P L	MATH 21	MCDONNELL P L	6	32	7		54
Math	MATH 21,LEE P H	MATH 21	LEE P H	3	2	4		34
Math	MATH 21,KAMIN G	MATH 21	KAMIN G	6	5	4		35
Math	MATH 21,HARANDIAN R	MATH 21	HARANDIAN R	6	7	6		39
Math	MATH 21,ENGLAND A M	MATH 21	ENGLAND A M	5	8	12		43
Math	MATH 21,CARTY B	MATH 21	CARTY B	5	4	6		29
Math	MATH 21,ATIQUE N	MATH 21	ATIQUE N	4	11	13		43
Math	MATH 26,LEE K H	MATH 26	LEE K H	8	14	14		45
Math	MATH 26,GREEN L A	MATH 26	GREEN L A	3	4	3		28
Math	MATH 26,RODAS B G	MATH 26	RODAS B G	3	2	4		36
Math	MATH 26,BOOSHERI S G 	MATH 26	BOOSHERI S G 	4	1	3	17	32
Math	MATH 26,BASKAUSKAS V A	MATH 26	BASKAUSKAS V A	2	7	9		32
Math	MATH 26,BAYSSA B T	MATH 26	BAYSSA B T	7	6	6		34
Math	MATH 26,KAVIANI K	MATH 26	KAVIANI K	8	8	3	1	39
Math	MATH 26,HE F Y	MATH 26	HE F Y	7	9	5		39
Math	MATH 28,WONG B L	MATH 28	WONG B L	1	3	6		42
Math	MATH 28,KAMIN G	MATH 28	KAMIN G	10	9	12		49
Math	MATH 28,KAVIANI K	MATH 28	KAVIANI K	11	10	10		52
Math	MATH 29,RODAS B G	MATH 29	RODAS B G	11	12	6		47
Math	MATH 31,RAHNAVARD M H	MATH 31	RAHNAVARD M H	5	1	6		39
Math	MATH 31,LOPEZ MA 	MATH 31	LOPEZ MA 	7	6	3	10	36
Math	MATH 31,JIMENEZ B S 	MATH 31	JIMENEZ B S 	9	10	7	9	46
Math	MATH 31,PHUNG Q T 	MATH 31	PHUNG Q T 		6	6	10	35
Math	MATH 31,MAN S	MATH 31	MAN S	1	2	4	1	35
Math	MATH 31,SASO M	MATH 31	SASO M	3	6	12		43
Math	MATH 31,KONYA W 	MATH 31	KONYA W 	1	6	9	19	41
Math	MATH 31,LEE K H	MATH 31	LEE K H	8	8	14	1	45
Math	MATH 31,GIZAW A	MATH 31	GIZAW A	1	5	12		46
Math	MATH 31,LOPEZ MA 	MATH 31	LOPEZ MA 	4	5	3	10	37
Math	MATH 31,CHEN C	MATH 31	CHEN C	7	4	7		35
Math	MATH 31,BRESLOFF J L	MATH 31	BRESLOFF J L	3		9	2	38
Math	MATH 31,GARCIA E E	MATH 31	GARCIA E E	3	6	16		48
Math	MATH 31,PHUA N	MATH 31	PHUA N	2	2	2	1	44
Math	MATH 31,HARANDIAN R	MATH 31	HARANDIAN R	4	5	16		48
Math	MATH 31,BRONIE B L	MATH 31	BRONIE B L	6	6	7		44
Math	MATH 31,KING W S	MATH 31	KING W S	6	8	22	2	54
Math	MATH 31,EMERSON A J	MATH 31	EMERSON A J	9	8	5		45
Math	MATH 31,SIAMPTANI M	MATH 31	SIAMPTANI M	4	6	9		36
Math	MATH 31,SIMHAN S V	MATH 31	SIMHAN S V	4	6	11		38
Math	MATH 31,JIANG J	MATH 31	JIANG J	1	6	27	1	50
Math	MATH 31,TADELE G T	MATH 31	TADELE G T	4	3	8		42
