Santa Monica College - Grade Distribution Spring 2014,,,,,,,,,,,,,,,,
Department,Subject,Course,Section,,Instructor,A,B,C,D,F,IP,IX,NP,P,W,Grand Total
,,,,3332,RUBIO G H,2,2,4,5,,,,,3,16,
,,,,3333,RUBIO G H,1,7,4,,,,,,3,15,
,,,,4145,CARLANDER D P,3,3,6,1,6,,,,6,25,
,,,,4146,PHILLIPS L K,5,2,3,6,,,,,4,20,
,,,,4147,EDELMANN C,5,6,3,2,,,,,5,21,
,,,,4149,MINAMI A M,6,6,4,1,,,,,8,25,
,,,,4150,EDELMANN C,6,6,2,1,2,,,,4,21,
,,,,4151,KEMPER D E,5,8,3,1,2,,,,7,26,
,,,,4152,HALL J E,9,5,1,,4,,,,5,24,
,,ENGL,2,1867,KARRON R,9,11,4,2,1,,,,3,30,
,,,,1868,PAK M,5,14,5,1,,,,,1,26,
"Wednesday, October 01, 2014",,,,,,,,,,,,,,Page 35 of 85,,
Department,Subject,Course,Section,,Instructor,A,B,C,D,F,IP,IX,NP,P,W,Grand Total
English,ENGL,ENGL,2,1869,MOTOIKE K J,6,9,2,3,1,,,,3,24,
,,,,1870,YOUNG W H,2,6,7,3,,,,,6,24,
,,,,1871,ARIEFF D E,7,11,2,1,,,,,,21,
,,,,1872,CAGGIANO S E,4,12,3,3,2,,,,2,26,
,,,,1873,HERBERT S,2,7,13,,6,,,,1,29,
,,,,1874,JOHNSON D J,3,7,8,3,2,,,,2,25,
,,,,1875,PADILLA M R,4,16,1,1,1,,,,3,26,
,,,,1876,BONAR H S,11,8,5,1,2,,,,,27,
,,,,1877,BOSTICK J D,19,4,,,,1,,,,24,
,,,,1878,BOSTICK J D,3,14,4,4,,,,,2,27,
,,,,1879,HANSEN N C,7,9,1,1,,,,,4,22,
,,,,1880,DRISCOLL L V,22,3,,1,,,,,2,28,
,,,,1881,GARNICA A M,4,7,4,2,6,,,,1,24,
,,,,1882,NOLAN‐COFFMAN M P,8,6,3,2,1,,,,3,23,
,,,,1883,IRELAND S P,9,21,1,1,,,,,1,33,
,,,,1884,TYSON T L,3,9,2,1,4,,,,2,21,
,,,,1885,ESPINOSA A A,2,9,8,3,1,,,,1,24,
,,,,1886,PADILLA E,3,11,8,,2,,,,2,26,
,,,,1887,BRIGSTOCKE J W,2,13,7,,5,,,,2,29,
,,,,1888,WATTS J W,8,16,2,1,,,,,2,29,
,,,,1889,PAK M,9,12,3,1,,,,,1,26,
,,,,1890,FONSECA M L,4,2,7,4,3,,,,5,25,
,,,,1891,MOTOIKE K J,11,6,7,,2,,,,1,27,
,,,,1892,STEIN J A,5,6,6,3,,,,,2,22,
,,,,1893,HERBERT S,6,8,5,,4,,,,1,24,
,,,,1894,PADILLA E,9,4,6,,1,,,,4,24,
,,,,1895,ANDERSON E,12,7,4,1,,,,,2,26,
,,,,1896,JOHNSON D J,6,8,7,2,,,,,2,25,
,,,,1897,BRIGSTOCKE J W,6,10,3,,3,,,,4,26,
,,,,1898,STEIN J A,9,5,6,1,,,,,3,24,
,,,,1899,JU S,7,9,1,,2,,,,4,23,
,,,,1900,MARTINEZ‐GIL C,13,8,5,,2,,,,1,29,
"Wednesday, October 01, 2014",,,,,,,,,,,,,,Page 36 of 85,,
Department,Subject,Course,Section,,Instructor,A,B,C,D,F,IP,IX,NP,P,W,Grand Total
English,ENGL,ENGL,2,1901,GILDNER B J,2,9,7,1,,,,,4,23,
,,,,1902,MEIR N K,6,3,4,1,,,,,8,22,
,,,,1904,KAPLAN M A,9,10,4,,,,,,1,24,
,,,,1905,MARTINEZ‐GIL C,13,9,4,1,1,,,,3,31,
,,,,1906,DESAI D H,11,11,1,,,,,,4,27,
,,,,1907,YOUNG W H,1,7,5,2,2,,,,6,23,
,,,,1908,HAMADA M J,12,8,5,,,,,,6,31,
,,,,1909,GARNICA A M,1,5,6,6,7,,,,4,29,
,,,,1910,JU S,11,5,3,1,,,,,6,26,
,,,,1911,DOUCET W J,23,10,5,,,7,,,3,48,
,,,,1912,OBA R K,5,9,3,5,1,,,,2,25,
,,,,1913,WATTS J W,10,15,2,,,,,,2,29,
,,,,1914,LANDAU D M E,1,6,3,2,,,,,10,22,
,,,,1915,ESPINOSA A A,3,7,9,2,,,,,3,24,
,,,,1916,BURAK C D,12,6,3,,,,,,2,23,
,,,,1917,POSSEMATO F,27,1,,,,,,,,28,
,,,,1918,CRAMER T R,17,5,1,,,,,,1,24,
,,,,1919,ZEHR D M,7,12,5,3,,,,,1,28,
,,,,1920,MEYER E E,10,11,2,3,,,,,2,28,
,,,,1921,GOODE S S,7,16,2,,,,,,,25,
,,,,1922,OBA R K,8,7,2,2,,,,,4,23,
,,,,1923,KEMPER D E,9,11,6,,,,,,1,27,
,,,,1924,SIMPSON L E,4,13,5,1,,,,,1,24,
,,,,1925,HANSEN N C,10,10,,1,,,,,6,27,
,,,,1926,YOUNG R U,10,11,3,,,,,,2,26,
,,,,1927,FREDRICK J A,8,3,2,1,,,,,6,20,
,,,,1928,DEL GEORGE D K,10,12,2,1,,,,,1,26,
,,,,1929,CRAMER T R,2,11,6,2,2,1,,,1,25,
,,,,1930,MATTESSICH S N,19,7,3,,,,,,1,30,
,,,,1931,PACCHIOLI J J,2,5,8,4,2,,,,1,22,
,,,,1932,MEEKS C,9,6,1,1,,,,,6,23,
,,,,1933,SOSNER J A,10,8,,1,,,,,5,24,
"Wednesday, October 01, 2014",,,,,,,,,,,,,,Page 37 of 85,,
Department,Subject,Course,Section,,Instructor,A,B,C,D,F,IP,IX,NP,P,W,Grand Total
English,ENGL,ENGL,2,1934,LANE P D,9,11,1,1,,,,,3,25,
,,,,1935,KEMPER D E,9,6,3,1,1,,,,3,23,
,,,,1936,EBERLE B M,6,9,2,3,3,,,,4,27,
,,,,1937,FREDRICK J A,3,10,6,2,,,,,1,22,
,,,,1938,LANDAU D M E,1,6,1,1,,,,,10,19,
,,,,1939,KAPLAN M A,8,12,4,1,,,,,2,27,
,,,,1940,CONSTANTIN G N,10,10,,,,2,,,2,24,
,,,,1941,RAJSKI B,15,8,,,,,,,1,24,
,,,,1942,AGHABEGIAN DIANA E,5,3,1,1,,,,,4,14,
,,,,1943,REMMES J,1,5,7,,,,,,6,19,
,,,,1944,JANAKOS L D,1,3,2,3,3,,,,6,18,
,,,,1945,LONGO J P,5,,2,2,,,,,10,19,
,,,,1946,JANAKOS L D,4,5,,3,,,,,4,16,
,,,,1947,GUSTIN M J,3,7,5,2,3,,,,3,23,
,,,,1948,HASSMAN T,11,3,1,2,3,,,,5,25,
,,,,1949,HASSMAN T,6,4,6,,,,,,11,27,
,,,,1950,HASSMAN T,6,7,2,1,,1,,,3,20,
,,,,1951,GUSTIN M J,3,5,3,1,1,,,,6,19,
,,,,1952,SCHAMP J L,7,6,3,2,1,,,,2,21,
,,,,3277,WINKLER K D,7,2,2,2,,1,,,,14,
,,,,3279,WINKLER K D,3,9,4,,,,,,1,17,
,,,,3315,OVERALL S J,1,11,3,,,,,,6,21,
,,,,3316,DAVIS C V,6,6,6,2,,,,,3,23,
,,,,3337,HERTZ U L,,5,7,2,,,,,8,22,
,,,,3358,KARRON R,5,15,6,2,,,,,2,30,
,,,,3361,REMMES J,3,5,1,2,2,,,,8,21,
,,,,3363,TRUBY D,2,11,6,2,2,,,,2,25,
,,,,4153,LANE P D,7,12,4,,,,,,1,24,
,,,,4154,CONSTANTIN G N,6,6,2,1,,6,,,4,25,
,,,,4155,BELL S L,16,7,,1,,,,,1,25,
,,,,4156,OVERALL S J,6,6,,,,,,,9,21,
,,,,4157,ENGELMANN D S,7,11,3,,,,,,3,24,
"Wednesday, October 01, 2014",,,,,,,,,,,,,,Page 38 of 85,,
Department,Subject,Course,Section,,Instructor,A,B,C,D,F,IP,IX,NP,P,W,Grand Total
English,ENGL,ENGL,2,4158,HALL J E,8,14,2,2,,,,,,26,
,,,,4159,KLEIN R E,12,1,5,4,5,,,,8,35,
,,,,4160,SOSNER J A,6,9,4,1,,,,,6,26,
,,ENGL,3,1953,STERR S D,14,10,2,2,1,1,,,3,33,
,,,,4161,HUMPHREY T F,24,,,,,1,,,2,27,
,,ENGL,4,1954,ZEHR D M,15,6,4,2,,,,,5,32,
,,,,4162,MATTESSICH S N,12,2,1,1,2,,,,8,26,
,,ENGL,5,1955,DRISCOLL L V,30,10,2,1,,,,,2,45,
,,,,1956,REMMES J,5,4,5,1,,,,,7,22,
,,ENGL,6,1957,SIMPSON L E,12,10,1,1,,,,,8,32,
,,,,4163,KAPLAN M A,8,2,2,,,,,1,5,18,
,,ENGL,7,1958,PACCHIOLI J J,5,8,9,1,2,,,,,25,
,,ENGL,8,1959,RAJSKI B,18,10,,1,,,,,4,33,
,,ENGL,9,2091,VISHWANADHA H,1,2,1,1,,,,,11,16,
,,ENGL,14,1960,ENGELMANN D S,10,10,3,1,1,,,,4,29,
,,ENGL,15,4164,DINIRO D A,3,14,5,,,,,,3,25,
,,ENGL,20,1963,BEARDSLEY J D,1,5,13,2,,,,1,4,26,
,,,,1964,MARKARIAN E A,6,11,11,,,,,,5,33,
,,,,1965,SANDOVAL A,1,3,4,1,5,,,,10,24,
,,,,1966,MARKARIAN E A,6,12,4,4,,,,,2,28,
,,,,1967,PAIK‐SCHOENBERG J,1,3,9,1,3,,,,4,21,
,,,,1968,BEARDSLEY J D,1,3,13,2,2,,,,5,26,
,,,,1969,TODD G T,5,12,4,2,,,,,2,25,
,,,,1970,TODD G T,3,7,7,3,,,,,7,27,
,,,,1971,SCHNITZLER A P,2,6,10,2,,,,,4,24,
,,,,1973,BEARDSLEY J D,,17,3,1,,,,,4,25,
,,,,1974,HOTSINPILLER MATTHEW,,3,5,2,3,1,,,9,23,
,,,,1975,COLTON P M,14,3,1,1,,,,,5,24,
,,,,1976,DAVISON,IV G S,1,6,12,3,,,,4,26,
,,,,1977,TODD G T,3,9,8,1,,,,,3,24,
,,,,1978,PRITCHARD L A,7,7,5,1,2,,,,5,27,
,,,,1979,MILLER N A,4,5,9,2,2,,,,3,25,
"Wednesday, October 01, 2014",,,,,,,,,,,,,,Page 39 of 85,,
Department,Subject,Course,Section,,Instructor,A,B,C,D,F,IP,IX,NP,P,W,Grand Total
English,ENGL,ENGL,20,1980,WEATHERFORD K C,4,2,4,5,4,,,,5,24,
,,,,1982,PRITCHARD L A,2,6,8,2,,,,,3,21,
,,,,1983,HOTSINPILLER MATTHEW,1,2,9,1,1,,,,4,18,
,,,,4165,PRITCHARD L A,3,6,8,,2,,,,2,21,
,,ENGL,21A,1984,HABEL L W,1,11,5,,,,,,5,22,
,,,,1985,HELLER G R,2,1,6,2,,,,,13,24,
,,,,1986,CARDENAS T P,7,7,2,,6,,,,2,24,
,,,,1987,GARCIA M S,3,5,4,2,2,,,,8,24,
,,,,1989,TRUBY D,1,5,2,2,6,,,,9,25,
,,,,1990,CAMPBELL L A,3,14,1,2,,,,,3,23,
,,,,1991,HABEL L W,11,,7,,1,,,,5,24,
,,,,1992,BLACKWELL N,1,4,4,4,2,,,,4,19,
,,,,1993,DEMPSEY A L,7,4,3,3,,,,,8,25,
,,,,1994,CARDENAS T P,5,4,3,10,,,,,3,25,
,,,,1995,HELLER G R,3,3,4,1,,,,,13,24,
,,,,1996,POSSEMATO F,11,2,1,4,1,,,,1,20,
,,,,1997,TYSON T L,1,6,4,1,7,,,,3,22,
,,,,1998,CAMPBELL L A,3,12,2,1,2,,,,6,26,
,,,,1999,HABEL L W,2,8,9,,1,,,,2,22,
,,,,2000,PADILLA E,5,2,10,,2,,,,12,31,
,,,,2001,FONSECA M L,1,4,8,3,6,,,,12,34,
,,,,2002,WRIGHT N E,12,,7,,1,,,,5,25,
,,,,2003,LANDAU D M E,,2,3,16,,,,,13,34,
,,,,2005,DEMPSEY A L,8,5,2,2,1,,,,5,23,
,,,,2006,HARTMAN M,2,9,7,,,,,,7,25,
,,,,2007,DIXON M J,4,6,1,1,7,,,,3,22,
,,,,2008,LEMON W R,1,2,4,,6,,,,11,24,
,,,,2009,CARDENAS T P,12,4,2,,2,,,,2,22,
,,,,2010,DEMPSEY A L,10,3,2,1,3,,,,6,25,
,,,,2011,SCHNITZLER A P,2,4,7,,1,,,,10,24,
,,,,2012,DURAN A,3,2,1,,3,,,,13,22,
,,,,2013,CARLANDER D P,2,7,6,1,6,,,,2,24,
"Wednesday, October 01, 2014",,,,,,,,,,,,,,Page 40 of 85,,
Department,Subject,Course,Section,,Instructor,A,B,C,D,F,IP,IX,NP,P,W,Grand Total
English,ENGL,ENGL,21A,2014,LANDAU D M E,4,5,2,,,,,,19,30,
,,,,2016,BELL S L,6,1,5,1,,,,,5,18,
,,,,2017,MEYER E E,6,5,2,3,,,,,6,22,
,,,,4166,WOODRUFF S K,5,4,1,3,,,,,7,20,
,,,,4167,MEYER E E,8,5,6,2,,,,,3,24,
,,,,4168,GARCIA GU,8,6,1,2,,,,,8,25,
,,,,4169,BELL S L,5,3,,1,,,,,10,19,
,,ENGL,21B,2018,FUCHS C A,1,5,6,4,4,1,,,4,25,
,,,,2019,YUDELL J,3,4,7,1,4,,,,8,27,
,,,,2020,KAUFFMAN S R,2,7,7,2,3,1,,,6,28,
,,,,2021,COHEN S S,1,6,7,2,6,,,,3,25,
,,,,2022,POSSEMATO F,10,10,2,2,,,,,2,26,
,,,,2023,SANDSTROM J L,2,5,3,8,,,,,8,26,
,,,,2024,BLACKWELL N,5,4,6,1,1,,,,2,19,
,,,,2025,ROSALES C M,1,7,2,5,4,,,,6,25,
,,,,2026,LEMON W R,9,7,3,7,,,,,1,27,
,,,,2027,FUCHS C A,1,7,10,3,1,,,,3,25,
,,,,2028,MISAGHI A M,1,12,7,3,1,,,,1,25,
,,,,2029,HAMADA M J,8,12,3,,,1,,,3,27,
,,,,2030,COHEN S S,2,14,6,2,,,,,1,25,
,,,,2031,HAMADA M J,3,10,3,1,1,,,,6,24,
,,,,2032,CANO D R,1,3,6,11,,,,,5,26,
,,,,2033,SANDOVAL A,1,12,10,4,,,,,3,30,
,,,,2034,HELLER G R,3,3,2,4,2,,,,10,24,
,,,,2035,KAUFFMAN S R,5,11,7,1,3,,,,3,30,
,,,,2036,DIXON M J,4,7,7,8,,,,,6,32,
,,,,2037,FUCHS C A,8,13,,3,,,,,1,25,
,,,,2038,MATTHEWS M N,4,7,9,2,,,,,3,25,
,,,,2039,NELSON LAUNA A,4,10,4,1,2,,,,4,25,
,,,,2040,DOUCET W J,7,10,12,6,,1,,1,1,38,
,,,,2041,CANO D R,2,3,9,6,2,,,,4,26,
,,,,2042,MISAGHI A M,2,7,8,2,5,,,,2,26,
"Wednesday, October 01, 2014",,,,,,,,,,,,,,Page 41 of 85,,
Department,Subject,Course,Section,,Instructor,A,B,C,D,F,IP,IX,NP,P,W,Grand Total
English,ENGL,ENGL,21B,2043,YOUNG R U,13,9,1,1,,,,,2,26,
,,,,2044,TURNER K E,7,6,5,2,,,,,4,24,
,,,,2045,MATTHEWS M N,3,5,8,4,2,,,,6,28,
,,,,2046,DOUCET W J,5,9,8,6,,1,,,3,32,
,,,,2047,CANO D R,1,6,17,5,2,,,,5,36,
,,,,2048,CONSTANTIN G N,7,12,3,,,2,,,2,26,
,,,,2049,LOZADA C H,2,6,6,2,4,,,,5,25,
,,,,2050,ROSALES C M,2,6,2,2,5,,,,8,25,
,,,,2051,VISHWANADHA H,1,5,2,2,,,,,19,29,
,,,,3317,YUDELL J,2,4,8,2,2,,,,9,27,
,,,,3320,DURAN A,1,8,6,1,2,1,,,7,26,
,,,,3339,GRIFFY W J,1,9,4,1,3,,,,9,27,
,,,,4171,LOZADA C H,3,8,4,1,6,,,1,2,25,
,,,,4172,ROSALES C M,1,1,5,4,2,,,,6,19,
,,,,4173,PHILLIPS L K,5,8,4,,,,,,7,24,
,,,,4174,SURENDRANATH L C,6,5,4,,,,,,9,24,
,,ENGL,22,2052,ROBERTS P S,9,3,,6,,,,1,3,22,
,,ENGL,23,2053,SANDSTROM J L,5,5,2,1,3,,,,7,23,
,,,,2055,HARTMAN M,6,6,3,,,,,,5,20,
,,ENGL,30A,2057,PADILLA M R,13,2,4,1,,,,,6,26,
,,,,2058,MEEKS C,9,5,9,,,,,,3,26,
,,,,2059,DAVIS C V,7,7,2,,,,,,7,23,
,,,,4175,KRUSOE J A,24,,,,,,,,11,35,
,,,,4176,PADILLA M R,13,2,,1,,,,1,,17,
,,ENGL,30B,2060,PADILLA M R,13,1,,,,,,,1,15,
,,,,2061,MEEKS C,1,1,,,,,,,2,4,
,,,,2062,DAVIS C V,2,1,,,,,,1,,4,
,,,,4177,PADILLA M R,8,,,,,,,,,8,
,,,,4178,KRUSOE J A,16,,,,,,,,3,19,
,,ENGL,34,4179,DOUCET W J,8,7,1,,,5,,,4,25,
,,ENGL,39,3258,BORETZ M S,13,4,1,1,,,,,5,24,
,,ENGL,40,2063,VISHWANADHA H,1,3,3,2,1,,,,7,17,
"Wednesday, October 01, 2014",,,,,,,,,,,,,,Page 42 of 85,,
Department,Subject,Course,Section,,Instructor,A,B,C,D,F,IP,IX,NP,P,W,Grand Total
English,ENGL,ENGL,48,2064,STEEBER S J,3,6,1,1,3,,,,8,22,
,,ENGL,50,4180,DOTEN D G,4,3,4,,3,,,,11,25,
,,ENGL,51,4181,REMMES J,1,,,,,,,,1,2,
,,ENGL,52,4182,DEL GEORGE D K,10,,1,,2,,,,2,15,
,,ENGL,57,4183,PADILLA M R,12,,,,1,,,,6,19,
,,ENGL,80,2065,SHAPIRO E P,,,,,,,2,16,1,19,
,,ENGL,84R,2067,HARTMAN M,,,,,,,15,,3,18,
,,ENGL,84W,2069,YUDELL J,,,,,,,6,9,8,23,
,,ENGL,85,2071,CAMPBELL L A,,,,,,,2,23,,25,
,,,,2072,JAMES K R,,,,,,,6,9,12,27,
,,,,2073,WEATHERFORD K C,,,,,,,4,14,7,25,
,,,,2074,WRIGHT N E,,,,,,,17,,4,21,
,,,,2075,DAVISON,IV G S,,,,,,7,14,5,26,
,,,,2076,DAVISON,IV G S,,,,,,9,9,6,24,
,,,,2077,JAMES K R,,,,,,,8,11,5,24,
,,,,2078,HIOUREAS E C,,,,,,,2,13,10,25,
,,,,2079,KLEMP R M,,,,,,,19,,3,22,
,,,,2080,O'HARA D M,,,,,,,3,9,9,21,
,,,,2081,MAVROMATI A C,,,,,,,5,12,9,26,
,,,,2082,MARKARIAN E A,,,,,,,1,21,2,24,
,,,,2083,GARCIA M S,,,,,,,5,12,9,26,
,,,,2084,WEATHERFORD K C,,,,,,,4,15,9,28,
,,,,2085,HIOUREAS E C,,,,,,,6,7,10,23,
,,,,2086,HIOUREAS E C,,,,,,,2,12,3,17,
,,,,2087,JAMES K R,,,,,,,4,8,8,20,
,,,,2089,SHAPIRO E P,,,,,,,4,16,4,24,
,,,,2090,KRUG J M,,,,,,,1,19,5,25,
,,,,4184,EBERLE B M,,,,,,,4,12,5,21,
,,,,4185,SHAPIRO E P,,,,,,,3,11,7,21,
,HUM,HUM,88B,2417,STERR S D,2,,,,,,,,,2,
,,HUM,88C,2418,STERR S D,1,,,,,,,,,1,
,REL ST,REL ST 51,,4455,REMMES J,3,15,4,1,2,,,,2,27,
"Wednesday, October 01, 2014",,,,,,,,,,,,,,Page 43 of 85,,
Department,Subject,Course,Section,,Instructor,A,B,C,D,F,IP,IX,NP,P,W,Grand Total
English,REL ST,REL ST 52,,4456,DEL GEORGE D K,10,7,,,1,,,,,18,
ESL,ESL,ESL,10G,2099,STIVENER M,2,7,5,3,1,,,,4,22,
,,,,2100,HOOVER J,1,5,4,7,3,,,,5,25,
,,,,2101,ELLIS T L,5,6,4,4,2,,,1,4,26,
,,,,4189,STENOS M S,2,8,3,5,5,,,,2,25,
,,ESL,10W,2102,KIM E,1,7,3,2,9,,,,2,24,
,,,,2103,HARCLERODE J E,2,7,11,,3,,,,3,26,
,,,,2104,SPECTOR A L,2,7,8,4,3,,,1,1,26,
,,,,4190,KUNIMOTO T A,1,10,6,,4,,,,2,23,
,,ESL,11A,2105,LODMER E L,1,9,6,5,4,,,,1,26,
,,,,2106,MARASCO J A,,3,16,4,3,,,,1,27,
,,,,2107,NIGHTINGALE M D,,2,10,8,3,,,,2,25,
,,,,2108,JAFFE S R,,5,10,10,2,1,,,1,29,
,,,,2109,KAHN A B,,4,16,2,1,,,,2,25,
,,,,2110,WOLFE R A,,4,11,4,2,,1,2,,24,
,,,,2111,GRAZIADEI K N,1,3,8,10,1,,,,3,26,
,,,,2112,HAHN CH S,,3,15,5,1,,,,,24,
,,,,2113,HOROWITZ R S,,2,10,7,2,,1,,2,24,
,,,,4191,CERQUEIRA B L,1,2,10,3,7,,,,1,24,
,,ESL,11B,2114,NIGHTINGALE M D,,,2,3,,,3,8,5,21,
,,,,2115,KAHN A B,,2,7,3,3,,3,6,1,25,
,,,,2116,MARASCO J A,,,7,2,3,,2,11,,25,
,,,,2117,KOENIG GOLOMBEK L K,,2,3,4,1,,2,9,4,25,
,,,,2118,LEVITT D J,1,,6,6,1,,7,1,2,24,
,,,,2119,KOENIG GOLOMBEK L K,1,2,2,4,3,,4,6,3,25,
,,,,2120,HAHN CH S,,,9,4,5,,4,3,,25,
,,,,3336,WHITE S D,,1,3,2,1,,2,1,3,13,
,,,,4192,CERQUEIRA B L,,,6,5,3,,2,4,5,25,
,,ESL,14A,2121,MARASCO J A,7,14,1,1,1,,,1,2,27,
,,ESL,14B,2122,MARASCO J A,5,16,3,2,6,,,,2,34,
,,,,2123,SPECTOR A L,10,3,4,,2,,,,3,22,
,,ESL,15,2124,TUDMAN K L,10,7,8,1,3,,,1,3,33,
"Wednesday, October 01, 2014",,,,,,,,,,,,,,Page 44 of 85,,
Department,Subject,Course,Section,,Instructor,A,B,C,D,F,IP,IX,NP,P,W,Grand Total
ESL,ESL,ESL,15,2125,ELLIS T L,12,14,5,1,,,,,,32,
,,ESL,16A,2126,NIGHTINGALE M D,3,5,2,3,,,,,4,17,
,,ESL,16B,2127,TUDMAN K L,10,13,8,2,5,,,,1,39,
,,,,2128,NIGHTINGALE M D,3,4,6,2,8,,1,,7,31,
,,ESL,16C,2129,TUDMAN K L,3,13,12,1,6,,,1,2,38,
,,,,2130,NIGHTINGALE M D,2,6,4,4,3,,,,6,25,
,,ESL,17,2131,STIVENER M,6,5,6,1,3,,,,7,28,
,,ESL,20A,2132,ELLIS T L,8,10,9,3,,,,3,2,35,
,,,,2133,RANDALL T R,,6,7,3,2,,,,6,24,
,,ESL,20B,2134,HARCLERODE J E,14,9,3,,,,,,,26,
,,,,2135,HARCLERODE J E,8,12,3,1,4,,,,,28,
,,ESL,21A,2136,IBARAKI A T,,,2,1,3,,4,9,5,24,
,,,,2137,LEVITT D J,2,2,3,7,,,2,4,5,25,
,,,,2138,BOSTWICK L H,,,5,,,,3,15,,23,
,,,,2139,LEVEQUE V F,,,7,7,,,6,2,5,27,
,,,,2140,KIM E,,,2,2,5,,4,6,4,23,
,,,,2141,KOENIG GOLOMBEK L K,,2,5,2,1,,9,10,5,34,
,,,,2142,YENSER S J,,,3,3,,,10,8,1,25,
,,,,2143,WOLFE R A,,1,3,4,,,3,11,2,24,
,,,,2144,ASHLEIGH S B,,4,3,2,1,,2,8,1,21,
,,,,2145,JO C J,,,5,3,7,,3,5,1,24,
,,,,2146,GRAZIADEI K N,1,1,4,6,3,,12,5,5,37,
,,,,2147,YENSER S J,2,2,7,3,1,,3,6,1,25,
,,,,2148,JO C J,,2,3,4,1,,6,7,1,24,
,,,,2149,SILVER J L,,1,2,1,2,,7,7,5,25,
,,,,2150,LEVEQUE V F,,1,7,7,,,4,4,1,24,
,,,,2151,YENSER S J,,3,3,3,,,6,10,,25,
,,,,2152,CAFFEE N B,,,3,4,1,,9,8,,25,
,,,,2153,CAFFEE N B,,,2,2,,,6,13,1,24,
,,,,2154,WALKER D D,,5,2,3,1,,1,10,1,23,
,,,,2155,STENOS M S,,,2,3,2,,5,10,2,24,
,,,,3326,LEVITT D J,1,3,8,2,3,,3,3,1,24,
"Wednesday, October 01, 2014",,,,,,,,,,,,,,Page 45 of 85,,
Department,Subject,Course,Section,,Instructor,A,B,C,D,F,IP,IX,NP,P,W,Grand Total
ESL,ESL,ESL,21A,4193,CAFFEE N B,,6,3,1,,,4,5,4,23,
,,,,4498,JORDAN S,2,3,2,4,,,3,8,2,24,
,,ESL,21B,2156,ASHLEIGH S B,1,5,1,2,,,4,10,,23,
,,,,2158,LODMER E L,2,3,2,1,,,10,13,3,34,
,,,,2159,JAFFE S R,1,3,5,4,1,,5,11,9,39,
,,,,2160,HOOVER J,1,5,3,3,,,3,8,1,24,
,,,,2161,JAFFE S R,1,1,1,1,,,9,19,3,35,
,,,,2162,LODMER E L,2,6,3,1,,,6,13,3,34,
,,,,2163,KOENIG GOLOMBEK L K,,4,,1,,,8,19,1,33,
,,,,2164,HOOVER J,2,7,3,2,,,8,8,2,32,
,,,,2165,HOOVER J,1,6,,,,,1,10,2,20,
,,,,2166,GILL A M,,2,,,,,12,7,3,24,
,,,,2167,GILL A M,2,2,1,1,,,11,3,5,25,
,,,,2168,SILVER J L,,2,1,,,,7,15,,25,
,,,,2169,JO C J,,2,,1,,,5,14,,22,
,,,,2170,TRACEY M P,1,1,,2,,,2,19,,25,
,,,,2171,TRACEY M P,2,1,1,,,,9,12,,25,
,,,,4194,TRACEY M P,1,3,1,3,,,4,12,,24,
,,ESL,23,2172,HOROWITZ R S,6,6,4,,,,,,4,20,
,,,,2173,GRAZIADEI K N,4,4,4,1,1,,,,2,16,
,,ESL,25,2174,TUDMAN K L,3,9,,2,,,,,3,17,
,,ESL,28,2175,IBARAKI A T,6,9,2,6,,,,2,2,27,
,,,,2176,RANDALL T R,1,4,2,3,4,,,,3,17,
Health Science,HEALTH,HEALTH 61,,2332,REES D M,16,6,6,1,1,1,,1,11,43,
,NURSNG,NURSNG 10,,2835,THIERCOF H A,13,27,,,,,,,,40,
,,NURSNG 10,,2836,THIERCOF H A,,,,,,,10,,,10,
,,,,2837,SHORT A D,,,,,,,10,,,10,
,,,,2838,THIERCOF H A,,,,,,,10,,,10,
,,,,2839,SHORT A D,,,,,,,10,,,10,
,,NURSNG 15,,2840,THIERCOF H A,8,28,1,2,,,,,1,40,
,,NURSNG 15,,2841,SHORT A D,,,,,,,10,,,10,
,,,,2842,SHORT A D,,,,,,,1,8,1,10,
"Wednesday, October 01, 2014",,,,,,,,,,,,,,Page 46 of 85,,
Department,Subject,Course,Section,Instructor,A,B,C,D,F,IP,IX,NP,P,W,Grand Total
Health Science,NURSNG,NURSNG 15,2843,SHORT A D,,,,,,,,10,,,10
,,,2844,SHORT A D,,,,,,,,1,9,,10
,,NURSNG 16,2845,WILLIAMS E J,,,,,,,,13,,,13
,,NURSNG 17,2846,FRIEDMAN M H,2,11,5,1,5,,,,1,15,40
,,,2847,FRIEDMAN M H,2,6,3,,3,,,,,8,22
,,,4391,FRIEDMAN M H,3,5,7,2,1,,,,,10,28
,,NURSNG 20,2848,ANGEL V M,2,7,19,6,5,,,,,1,40
,,NURSNG 20,2849,ANGEL V M,,,,,,,,1,9,,10
,,,2850,SOSHNIK R M,,,,,,,,2,8,,10
,,,2851,PENAFLORIDA D D,,,,,,,,3,6,1,10
,,,2852,MAYORGA A,,,,,,,,5,5,,10
,,NURSNG 25,2853,FARBER G C,13,15,,,,,,,,4,32
,,NURSNG 25,2854,WISE J K,,,,,,,,,9,,9
,,,2855,FARBER G C,,,,,,,,,9,,9
,,,2856,RISINGER L A,,,,,,,,,5,,5
,,,2857,FARBER G C,,,,,,,,,5,,5
,,NURSNG 28,2858,MCDONALD J M,1,25,2,,,,,,,,28
,,NURSNG 30,2859,WILLIAMS E J,,12,24,4,,,,,,,40
