Santa Monica College - Grade Distribution Spring 2013,,,,,,,,,,,,,,,,
Department,Subject,Course,Section,,Instructor,A,B,C,D,F,IP,IX,NP,P,W,Grand Total
,,,,1851,WATTS J W,12,14,2,,,,,,1,29,
,,,,1852,MORGAN D H,3,3,2,2,3,,,,11,24,
,,,,1853,LANDAU D M E,,2,2,4,,,,,15,23,
,,,,1854,BURAK C D,7,12,3,,,,,,3,25,
,,,,1855,MEEKS C,9,5,6,,,,,,3,23,
,,,,1856,CRAMER T R,20,3,,1,,,,,1,25,
,,,,1857,CAGGIANO S E,4,12,7,1,,,,,3,27,
,,,,1858,KEMPER D E,5,12,4,1,,,,,5,27,
,,,,1859,GOODE S S,9,12,,,,,,,4,25,
,,,,1860,OBA R K,9,10,4,1,,,,,,24,
"Friday, August 16, 2013",,,,,,,,,,,,,,,Page 41 of 95,
Department,Subject,Course,Section,,Instructor,A,B,C,D,F,IP,IX,NP,P,W,Grand Total
English,ENGL,ENGL,2,1861,JU S,5,11,3,3,,,,,5,27,
,,,,1862,FREDRICK J A,16,,,2,,,,,4,22,
,,,,1863,MEEKS C,7,6,5,2,,,,,5,25,
,,,,1864,KAPLAN M A,8,9,3,,,,,,6,26,
,,,,1865,DEL GEORGE D K,7,10,3,1,2,,,,1,24,
,,,,1866,CRAMER T R,6,9,4,3,1,,,,2,25,
,,,,1867,MATTESSICH S N,8,10,2,1,,,,,2,23,
,,,,1868,PACCHIOLI J J,5,12,8,1,,,,,,26,
,,,,1869,MURPHY E M,3,16,2,,,,,,1,22,
,,,,1870,SOSNER J A,12,11,1,1,,,,,2,27,
,,,,1871,FREDRICK J A,18,,,3,,,,,3,24,
,,,,1872,EDELMANN C,6,12,1,2,1,,,,4,26,
,,,,1873,KAPLAN M A,10,10,2,,,,,,4,26,
,,,,1874,LANDAU D M E,1,3,7,2,2,,,,10,25,
,,,,1875,KEMPER D E,6,10,5,2,,,,,1,24,
,,,,1876,GUSTIN M J,5,8,1,1,,,,,1,16,
,,,,1877,BORETZ M S,6,7,3,1,1,,,,5,23,
,,,,1878,GUSTIN M J,4,3,2,1,2,,,,5,17,
,,,,1879,JANAKOS L D,4,5,1,1,1,,,,10,22,
,,,,1880,HASSMAN T,8,6,3,3,,,,,3,23,
,,,,1881,JANAKOS L D,4,9,4,,,1,,,3,21,
,,,,1882,LONGO J P,5,4,4,1,,,,,8,22,
,,,,1883,AGHABEGIAN DIANA E,10,10,3,,,,,,5,28,
,,,,1884,SCHAMP J L,12,5,2,,,,,,2,21,
,,,,1885,HASSMAN T,6,2,6,1,,,,,3,18,
,,,,3113,CONSTANTIN G N,5,11,2,1,,7,,,3,29,
,,,,3127,JU S,2,9,5,5,,,,,6,27,
"Friday, August 16, 2013",,,,,,,,,,,,,,,Page 42 of 95,
Department,Subject,Course,Section,,Instructor,A,B,C,D,F,IP,IX,NP,P,W,Grand Total
English,ENGL,ENGL,2,3130,JONES ALTIERE M F,6,15,2,2,,,,,2,27,
,,,,3131,MEIR N K,9,5,1,2,1,,,,5,23,
,,,,3152,MARTINEZ‐GIL C,12,8,,3,,,,,1,24,
,,,,3177,VOGTSBERGER E D,5,9,3,1,3,,,,4,25,
,,,,4150,LANE P D,8,16,,,,,,,3,27,
,,,,4151,DOUCET W J,28,5,1,,,2,,,3,39,
,,,,4152,BELL S L,34,,,,,,,,,34,
,,,,4153,ENGELMANN D S,9,6,2,1,1,,,,8,27,
,,,,4154,HALL J E,17,7,,,,,,,3,27,
,,,,4155,HALL J E,13,8,,1,,,,,4,26,
,,,,4156,DINIRO D A,7,5,6,2,2,,,,5,27,
,,,,4468,MURPHY E M,8,5,5,2,1,,,,3,24,
,,ENGL,3,1886,STERR S D,18,9,1,2,,1,,,2,33,
,,,,4157,HUMPHREY T F,21,5,,1,,1,,,6,34,
,,ENGL,4,1887,ZEHR D M,9,13,3,1,,,,,8,34,
,,,,4158,MATTESSICH S N,12,6,,2,,,,,6,26,
,,ENGL,5,1888,ARMS E D,20,13,,1,,,,,,34,
,,,,1889,REMMES J,2,5,6,2,1,,,,5,21,
,,,,4159,KLEIN R E,14,4,8,3,,,,,5,34,
,,ENGL,6,1890,DRISCOLL L V,27,9,,1,,,,,1,38,
,,,,4160,SIMPSON L E,10,10,1,1,,,,,3,25,
,,ENGL,7,1891,PACCHIOLI J J,5,10,7,1,,,,,9,32,
,,ENGL,8,1892,RAJSKI B,15,9,,6,,1,,,4,35,
,,ENGL,14,1893,ENGELMANN D S,11,10,2,,,,,,6,29,
,,ENGL,15,1894,DOSSETT G H,11,15,4,1,1,,,,3,35,
,,ENGL,20,1895,PARK K J,4,7,1,2,6,,,,4,24,
,,,,1896,NASON N B,1,3,9,3,,,,,4,20,
"Friday, August 16, 2013",,,,,,,,,,,,,,,Page 43 of 95,
Department,Subject,Course,Section,,Instructor,A,B,C,D,F,IP,IX,NP,P,W,Grand Total
English,ENGL,ENGL,20,1897,BEARDSLEY J D,2,8,9,3,3,,,,2,27,
,,,,1898,MARKARIAN E A,5,17,2,1,,,,,6,31,
,,,,1899,PAK M,4,10,3,,,,,,5,22,
,,,,1900,MARKARIAN E A,7,16,5,,,,,,1,29,
,,,,1901,PAIK‐SCHOENBERG J,2,4,7,2,4,,,1,4,24,
,,,,1902,BEARDSLEY J D,,7,10,3,2,,,,4,26,
,,,,1903,TODD G T,5,6,3,7,,,,,4,25,
,,,,1904,TODD G T,3,9,5,4,,,,,7,28,
,,,,1905,SCHNITZLER A P,10,14,,1,1,,,,1,27,
,,,,1906,PARK K J,2,7,6,3,2,,,,3,23,
,,,,1907,BEARDSLEY J D,1,10,7,3,1,,,,3,25,
,,,,1908,BRYER E J,5,12,2,,1,1,,,1,22,
,,,,1909,HOTSINPILLER MATTHEW,1,4,12,,1,,,,6,24,
,,,,1910,GARCIA M S,2,6,5,2,3,,,,7,25,
,,,,1911,TODD G T,5,7,5,1,,,,,3,21,
,,,,1912,PRITCHARD L A,6,5,4,2,1,,,,6,24,
,,,,1913,MEYER E E,6,10,4,,,,,,3,23,
,,,,1914,SANDSTROM J L,,4,6,2,3,,,,8,23,
,,,,1915,KRUG J M,4,10,5,2,3,,,,2,26,
,,,,1916,PRITCHARD L A,4,5,3,,4,1,,,1,18,
,,,,1917,HOTSINPILLER MATTHEW,,1,7,2,2,,,,6,18,
,,,,4161,PRITCHARD L A,3,3,8,1,1,1,,,9,26,
,,ENGL,21,1918,HABEL L W,12,11,,,1,,,,2,26,
,,,,1919,ROSALES C M,1,8,4,3,4,,,,4,24,
,,,,1920,MEYER E E,,9,7,5,2,,,,5,28,
,,,,1921,HELLER G R,1,4,6,4,1,,,,8,24,
,,,,1922,ANDERSON E,1,6,3,1,1,,,,7,19,
"Friday, August 16, 2013",,,,,,,,,,,,,,,Page 44 of 95,
Department,Subject,Course,Section,,Instructor,A,B,C,D,F,IP,IX,NP,P,W,Grand Total
English,ENGL,ENGL,21,1923,LEMON W R,2,4,5,1,5,,,,10,27,
,,,,1924,MEYER E E,1,9,10,4,2,,,,1,27,
,,,,1925,HABEL L W,13,,8,,2,,,,1,24,
,,,,1926,MATTHEWS M N,,3,7,7,,,,,6,23,
,,,,1927,DEMPSEY A L,4,1,1,3,8,,,,7,24,
,,,,1928,HELLER G R,,3,2,6,1,,,,9,21,
,,,,1929,MARTINEZ‐GIL C,4,5,4,,4,,,,4,21,
,,,,1930,KAUFFMAN S R,2,6,8,,,,,,5,21,
,,,,1931,TRIPLETT J,2,3,5,1,5,,,,10,26,
,,,,1932,DOSSETT G H,1,8,7,10,,,,,9,35,
,,,,1933,HABEL L W,1,8,11,,1,,,,4,25,
,,,,1934,DURAN A,2,5,1,,4,,,,12,24,
,,,,1935,FONSECA M L,,3,15,4,8,,,,8,38,
,,,,1936,PAIK‐SCHOENBERG J,3,6,1,14,,,,,,24,
,,,,1937,KAUFFMAN S R,1,5,2,4,2,,,,7,21,
,,,,1938,YOUNG R U,2,5,10,2,3,,,,3,25,
,,,,1939,LEMON W R,2,4,2,1,6,,,,7,22,
,,,,1940,ROBERTS P S,5,5,2,1,8,,,,2,23,
,,,,1941,POSSEMATO F,7,5,3,1,4,,,,5,25,
,,,,1942,HELLER G R,4,2,2,2,7,,,,5,22,
,,,,1943,YOUNG R U,2,6,5,3,,,,,6,22,
,,,,1944,MOTOIKE K J,3,5,2,4,2,,,,8,24,
,,,,1945,SCHNITZLER A P,1,7,10,1,3,,,,5,27,
,,,,1946,DOSSETT G H,1,13,6,,7,,,,8,35,
,,,,1947,LANDAU D M E,,1,8,9,1,,,,15,34,
,,,,1948,LANDAU D M E,,1,4,15,2,,,,8,30,
,,,,1949,TURNER K E,2,9,5,1,3,,,,4,24,
"Friday, August 16, 2013",,,,,,,,,,,,,,,Page 45 of 95,
Department,Subject,Course,Section,,Instructor,A,B,C,D,F,IP,IX,NP,P,W,Grand Total
English,ENGL,ENGL,21,1950,BELL S L,3,3,8,13,,,,,,27,
,,,,1951,RAJSKI B,5,6,3,2,,,,,9,25,
,,,,4162,TURNER K E,2,4,3,1,,,,,13,23,
,,,,4163,PADILLA E,10,4,6,,,,,,16,36,
,,,,4164,WOODRUFF S K,3,2,3,2,5,,,,7,22,
,,,,4165,BELL S L,5,2,1,3,,,,,10,21,
,,,,4166,SURENDRANATH L C,6,8,4,1,,,,,2,21,
,,ENGL,21,1952,FUCHS C A,1,4,5,6,3,,,,7,26,
,,,,1953,SOLOTAR M,,3,4,8,3,,,,6,24,
,,,,1954,TRIPLETT J,1,9,7,4,,,,,8,29,
,,,,1955,BLACKWELL N,4,7,9,1,4,,,,1,26,
,,,,1956,MEIR N K,6,12,7,,,,,,,25,
,,,,1957,MATTHEWS M N,2,1,12,6,,,,,3,24,
,,,,1958,POSSEMATO F,16,6,1,3,,,,,2,28,
,,,,1959,CARDENAS T P,16,2,1,1,,,,,3,23,
,,,,1960,FUCHS C A,1,3,9,6,4,,,,2,25,
,,,,1961,MISAGHI A M,2,12,8,3,,,,,2,27,
,,,,1962,BLACKWELL N,2,13,4,1,2,,,,3,25,
,,,,1963,TYSON T L,6,9,3,1,,,,,6,25,
,,,,1964,CANO D R,3,10,13,1,1,,,,,28,
,,,,1965,ROSALES C M,1,5,4,4,10,,,,1,25,
,,,,1966,NASON N B,3,10,10,4,1,,,,7,35,
,,,,1967,ROBERTS P S,1,5,5,2,4,,,,4,21,
,,,,1968,CARDENAS T P,12,6,5,,,,,,2,25,
,,,,1969,VOGTSBERGER E D,2,7,4,2,6,,,,4,25,
,,,,1970,NELSON LAUNA A,6,8,6,2,,,,,4,26,
,,,,1971,DOUCET W J,9,8,16,4,,1,,1,2,41,
"Friday, August 16, 2013",,,,,,,,,,,,,,,Page 46 of 95,
Department,Subject,Course,Section,,Instructor,A,B,C,D,F,IP,IX,NP,P,W,Grand Total
English,ENGL,ENGL,21,1972,MENTON K T,5,11,4,4,,,,,3,27,
,,,,1973,MISAGHI A M,1,11,5,3,4,,,,,24,
,,,,1974,TRIPLETT J,2,5,8,7,,,,,5,27,
,,,,1975,CARDENAS T P,18,2,,2,,,,,3,25,
,,,,1976,VOGTSBERGER E D,3,5,12,3,1,,,,3,27,
,,,,1977,DOUCET W J,16,10,8,1,,2,,,7,44,
,,,,1978,CANO D R,3,6,11,9,4,,1,,4,38,
,,,,1979,CONSTANTIN G N,15,8,3,1,,2,,,2,31,
,,,,1980,LOZADA C H,3,7,9,1,5,,,,2,27,
,,,,1981,VISHWANADHA H,,1,2,4,,,,,20,27,
,,,,3151,MISAGHI A M,1,9,11,1,2,,,,4,28,
,,,,4167,LOZADA C H,5,6,8,1,,,,,5,25,
,,,,4168,PHILLIPS L K,7,7,4,2,,,,,4,24,
,,,,4169,TOBENKIN L E,4,8,3,7,,,,,4,26,
,,ENGL,23,1982,HARTMAN M,7,5,3,2,,,,,2,19,
,,,,1983,FUCHS C A,3,1,2,2,4,,,,11,23,
,,,,1984,FELDMAN G J,2,5,3,6,,,,,7,23,
,,,,1985,FELDMAN G J,1,2,2,1,,,,,9,15,
,,ENGL,24,3133,THEISS N L,3,1,4,1,1,,,,9,19,
,,ENGL,30,1986,CANO D R,6,14,1,2,,,,,2,25,
,,,,1987,DAVIS C V,4,11,,2,,,,,5,22,
,,,,4170,KRUSOE J A,1,30,,,,,,,8,39,
,,ENGL,30,1988,CANO D R,2,3,1,,,,,,,6,
,,,,1989,DAVIS C V,3,,,1,,,,,,4,
,,,,4171,KRUSOE J A,15,,,,,,,,2,17,
,,ENGL,40,1990,VISHWANADHA H,4,4,3,2,,,,,12,25,
,,ENGL,50,4172,DOTEN D G,4,4,2,1,1,,,,12,24,
"Friday, August 16, 2013",,,,,,,,,,,,,,,Page 47 of 95,
Department,Subject,Course,Section,,Instructor,A,B,C,D,F,IP,IX,NP,P,W,Grand Total
English,ENGL,ENGL,51,4173,REMMES J,2,5,,,,,,,1,8,
,,ENGL,52,4174,DEL GEORGE D K,10,2,3,,,,,,,15,
,,ENGL,80,1991,SHAPIRO E P,,,,,,,6,14,6,26,
,,ENGL,84,1992,HARTMAN M,,,,,,,2,11,6,19,
,,,,1993,HARTMAN M,,,,,,,1,12,5,18,
,,ENGL,84,1994,YUDELL J,,,,,,,10,5,4,19,
,,,,1995,YUDELL J,,,,,,,6,7,9,22,
,,,,1996,YUDELL J,,,,,,,9,6,7,22,
,,ENGL,85,1997,CAMPBELL L A,,,,,,,3,20,4,27,
,,,,1998,JAMES K R,,,,,,,6,10,14,30,
,,,,1999,CAMPBELL L A,,,,,,,4,16,6,26,
,,,,2000,WRIGHT N E,,,,,,,1,21,6,28,
,,,,2001,DAVISON,IV G S,,,,,,3,14,6,23,
,,,,2002,DAVISON,IV G S,,,,,,4,17,6,27,
,,,,2003,JAMES K R,,,,,,,4,18,7,29,
,,,,2004,HIOUREAS E C,,,,,,,9,13,3,25,
,,,,2005,KLEMP R M,,,,,,,1,27,4,32,
,,,,2006,WEATHERFORD K C,,,,,,,1,22,3,26,
,,,,2007,WEATHERFORD K C,,,,,,,1,18,6,25,
,,,,2008,WRIGHT N E,,,,,,,2,19,5,26,
,,,,2009,MARKARIAN E A,,,,,,,2,29,2,33,
,,,,2010,DAVISON,IV G S,,,,,,5,12,8,25,
,,,,2011,HIOUREAS E C,,,,,,,3,14,5,22,
,,,,2012,HIOUREAS E C,,,,,,,2,16,9,27,
,,,,2013,JAMES K R,,,,,,,3,9,13,25,
,,,,2014,SHAPIRO E P,,,,,,,4,12,6,22,
,,,,2015,WEATHERFORD K C,,,,,,,4,16,5,25,
"Friday, August 16, 2013",,,,,,,,,,,,,,,Page 48 of 95,
Department,Subject,Course,Section,,Instructor,A,B,C,D,F,IP,IX,NP,P,W,Grand Total
English,ENGL,ENGL,85,4175,SHAPIRO E P,,,,,,,2,19,4,25,
,,ENGL,9,2016,VISHWANADHA H,,2,,5,1,,,,9,17,
,HUM,HUM,88,3202,STERR S D,,,,,,1,,,,1,
,REL ST,REL ST 51,,4426,REMMES J,2,7,4,2,,,,,6,21,
,,REL ST 52,,4427,DEL GEORGE D K,7,6,2,,1,,,,1,17,
ESL,ESL,ESL,10G,2022,ASHLEIGH S B,2,4,7,5,3,,,,4,25,
,,,,2023,LODMER E L,2,9,13,3,1,,,,,28,
,,,,2024,ELLIS T L,8,13,4,,3,,,,2,30,
,,,,4178,DELLAPASQUA L C,2,11,9,2,5,,,,1,30,
,,ESL,10W,2025,LEVITT D J,1,3,8,5,1,,,,6,24,
,,,,2026,HARCLERODE J E,4,10,9,1,2,,,,2,28,
,,,,2027,YENSER S J,4,5,6,4,6,,,,2,27,
,,,,4179,KIM E,,8,7,2,4,,,,3,24,
,,ESL,11A,2028,MCDONALD BR J,,2,6,7,6,,,,3,24,
,,,,2029,MARASCO J A,2,4,9,11,1,,,,,27,
,,,,2030,NIGHTINGALE M D,1,2,16,7,,,,,,26,
,,,,2031,JAFFE S R,1,4,14,6,3,,,,2,30,
,,,,2032,TUDMAN K L,2,10,10,4,1,,,,1,28,
,,,,2033,SPECTOR A L,,4,13,4,2,,,,2,25,
,,,,2034,GRAZIADEI K N,2,5,9,6,1,,,1,2,26,
,,,,2035,HOROWITZ R S,,2,12,8,2,,,,1,25,
,,,,2036,STIVENER M,,3,10,5,2,,,,5,25,
,,,,4180,CERQUEIRA B L,2,2,8,5,7,,,,,24,
,,ESL,11B,2037,NIGHTINGALE M D,,1,3,2,2,,4,15,1,28,
,,,,2038,KANN T A,1,13,7,2,1,,,3,,27,
,,,,2039,KAHN A B,1,5,5,6,1,,4,3,1,26,
,,,,2040,KAHN A B,,2,5,2,2,,4,7,2,24,
"Friday, August 16, 2013",,,,,,,,,,,,,,,Page 49 of 95,
Department,Subject,Course,Section,,Instructor,A,B,C,D,F,IP,IX,NP,P,W,Grand Total
ESL,ESL,ESL,11B,2041,GILL A M,2,3,6,4,2,,2,4,1,24,
,,,,2042,KAHN A B,2,6,7,1,1,,1,7,,25,
,,,,4181,CERQUEIRA B L,,1,8,5,4,,2,6,,26,
,,ESL,14A,2043,BRONSTEIN M G,13,8,8,,,,,,3,32,
,,ESL,14B,2044,BRONSTEIN M G,19,14,1,,,,,,1,35,
,,,,2045,SPECTOR A L,10,7,1,1,2,,,1,5,27,
,,ESL,15,2046,BRONSTEIN M G,18,12,,,3,,,,2,35,
,,,,2047,ELLIS T L,9,14,4,1,2,,,1,6,37,
,,ESL,16A,2048,NIGHTINGALE M D,3,11,3,,3,,,,2,22,
,,ESL,16B,2049,LE VEQUE V F,4,8,7,6,2,,,1,6,34,
,,,,2050,NIGHTINGALE M D,2,10,1,5,3,,,1,8,30,
,,ESL,16C,2051,LE VEQUE V F,2,9,8,2,8,,1,2,4,36,
,,,,2052,NIGHTINGALE M D,7,12,3,,4,,,,10,36,
,,ESL,17,2053,STIVENER M,6,8,8,2,1,,,,3,28,
,,ESL,20A,2054,JORDAN S,14,10,5,2,1,,,1,2,35,
,,,,2055,RANDALL T R,,9,4,3,2,,1,,1,20,
,,ESL,20B,2056,JORDAN S,16,7,3,2,3,,,3,2,36,
,,,,2057,CARR K J,4,10,4,4,3,,,2,1,28,
,,ESL,21A,2058,LODMER E L,,3,7,2,1,,8,14,,35,
,,,,2059,HOOVER J,,3,7,4,3,,6,12,1,36,
,,,,2060,BOSTWICK L H,2,5,6,,1,,2,7,1,24,
,,,,2061,LEVITT D J,,4,6,5,2,,1,4,2,24,
,,,,2062,YENSER S J,,4,4,2,2,,3,10,,25,
,,,,2063,COURTER S R,,5,5,1,2,,10,,,23,
,,,,2064,ASHLEIGH S B,,1,8,1,2,,1,7,4,24,
,,,,2065,KOENIG GOLOMBEK L K,10,,8,5,1,,3,4,4,35,
,,,,2066,TUDMAN K L,2,3,1,,1,,3,15,2,27,
"Friday, August 16, 2013",,,,,,,,,,,,,,,Page 50 of 95,
Department,Subject,Course,Section,,Instructor,A,B,C,D,F,IP,IX,NP,P,W,Grand Total
ESL,ESL,ESL,21A,2067,MARASCO J A,1,2,3,5,,,8,16,1,36,
,,,,2068,KOENIG GOLOMBEK L K,1,2,8,6,3,,3,6,6,35,
,,,,2069,JO C J,,2,4,2,4,,6,5,1,24,
,,,,2070,GRAZIADEI K N,,3,6,3,1,,7,12,3,35,
,,,,2071,JO C J,,,7,1,3,,4,8,1,24,
,,,,2072,IBARAKI A T,,1,4,4,2,,8,4,2,25,
,,,,2073,JO C J,,2,7,10,1,,2,3,,25,
,,,,2074,IBARAKI A T,,2,4,4,1,,1,9,2,23,
,,,,2075,GRAZIADEI K N,,2,4,4,1,,5,13,3,32,
,,,,2076,WOLFE R A,,3,8,5,2,,,8,,26,
,,,,4182,KIM E,,1,5,4,2,,1,3,6,22,
,,ESL,21B,2077,LODMER E L,,4,5,3,2,,6,15,2,37,
,,,,2078,HOOVER J,,1,7,5,,,9,12,2,36,
,,,,2079,HOOVER J,,2,5,1,,,13,7,3,31,
,,,,2080,CAMARGO D R,1,6,6,,,,1,12,,26,
,,,,2081,JAFFE S R,,6,3,1,,,9,13,5,37,
,,,,2082,DIAZ J M,1,1,3,1,1,,4,12,1,24,
,,,,2083,JAFFE S R,1,2,1,1,,,10,19,5,39,
,,,,2084,MARASCO J A,2,3,4,2,,,10,10,3,34,
,,,,2085,HOOVER J,,11,,5,2,,7,3,7,35,
,,,,2086,DIAZ J M,1,2,2,3,1,,6,6,3,24,
,,,,2087,KOENIG GOLOMBEK L K,1,,1,2,2,,4,14,1,25,
,,,,2088,GILL A M,,,6,4,1,,3,10,1,25,
,,,,2089,KOENIG GOLOMBEK L K,1,1,3,1,,,1,17,1,25,
,,,,2090,TRACEY M P,1,3,6,3,,,4,8,,25,
,,,,4183,TRACEY M P,1,1,3,2,,,5,12,1,25,
,,,,4184,TRACEY M P,,8,1,2,,,6,6,1,24,
"Friday, August 16, 2013",,,,,,,,,,,,,,,Page 51 of 95,
Department,Subject,Course,Section,,Instructor,A,B,C,D,F,IP,IX,NP,P,W,Grand Total
ESL,ESL,ESL,23,2091,HOROWITZ R S,6,14,7,2,4,,,,2,35,
,,,,2092,GRAZIADEI K N,5,4,5,2,,,,1,7,24,
,,ESL,25,2093,SILVER J L,3,8,4,,1,,,3,2,21,
,,ESL,28,2094,IBARAKI A T,8,7,3,,2,,,6,3,29,
,,,,2095,RANDALL T R,,1,4,6,8,,1,,5,25,
Health Scien,HEALTH,HEALTH 6,,2230,REES D M,11,11,1,3,10,,,1,7,44,
,NURSNG,NURSNG ,,2690,THIERCOF H A,1,31,5,2,,,,,1,40,
,,NURSNG ,,2691,THIERCOF H A,,,,,,,10,,,10,
,,,,2692,GODAWA K S,,,,,,,1,9,,10,
,,,,2693,GALARAGA E,,,,,,,1,9,,10,
,,,,2694,MCCASKILL C J,,,,,,,,9,1,10,
,,NURSNG ,,2695,THIERCOF H A,5,27,3,1,,,,,,36,
,,NURSNG ,,2696,THIERCOF H A,,,,,,,,8,,8,
,,,,2697,GODAWA K S,,,,,,,10,,,10,
,,,,2698,GALARAGA E,,,,,,,,9,,9,
,,,,2699,PENAFLORIDA D D,,,,,,,1,8,,9,
,,NURSNG ,,2700,ABERBOOK V A,,,,,,,16,,,16,
,,NURSNG ,,2701,FRIEDMAN M H,6,11,10,1,1,,,,15,44,
,,,,2702,FRIEDMAN M H,5,6,1,,6,,,,9,27,
,,,,4372,FRIEDMAN M H,7,7,9,2,,,,,23,48,
,,NURSNG ,,2703,ANGEL V M,,10,22,2,3,,,,2,39,
,,NURSNG ,,2704,ANGEL V M,,,,,,,1,9,,10,
,,,,2705,SOSHNIK R M,,,,,,,,9,,9,
,,,,2706,MAYORGA A,,,,,,,2,8,,10,
,,,,2707,PENAFLORIDA D D,,,,,,,2,6,2,10,
,,NURSNG ,,2708,FARBER G C,6,24,2,,,,,,1,33,
,,NURSNG ,,2709,STOVALL K,,,,,,,,9,,9,
"Friday, August 16, 2013",,,,,,,,,,,,,,,Page 52 of 95,
Department,Subject,Course,Section,Instructor,A,B,C,D,F,IP,IX,NP,P,W,Grand Total
Health Scien,NURSNG,NURSNG ,2710,FARBER G C,,,,,,,,,5,,5
,,,2711,RISINGER L A,,,,,,,,,8,,8
,,,2712,FARBER G C,,,,,,,,10,,,10
,,NURSNG ,2713,THIERCOF H A,13,19,,,,,,,,,32
,,NURSNG ,2714,WILLIAMS E J,,6,20,5,,,,,,1,32
,,NURSNG ,2715,WILLIAMS E J,,,,,,,,,8,,8
,,,2716,ISLAS V I,,,,,,,,,7,,7
,,,2717,STOVALL K,,,,,,,,3,5,,8
,,,2718,MCDONALD J M,,,,,,,,2,6,,8
,,NURSNG ,2719,ADLER E,3,19,4,,,,,,,1,27
,,NURSNG ,2720,ANGEL V M,,,,,,,,,7,,7
,,,2721,TATMAN K D,,,,,,,,1,5,,6
,,,2722,ABERBOOK V A,,,,,,,,,6,,6
,,,2723,BREGMAN M A,,,,,,,,,7,,7
,,NURSNG ,2724,WILLIAMS E J,15,9,1,1,,,,,,3,29
,,,2725,LOPEZ G M,15,14,2,1,5,,,,,6,43
,,NURSNG ,2726,ADLER E,3,13,1,,,,,,,,17
,,,2727,ADLER E,4,11,1,,,,,,,,16
,,NURSNG ,2728,ESTRELLA D J,,,,,,,,,8,,8
,,,2729,ADLER E,,,,,,,,,8,,8
,,,2730,WISE J K,,,,,,,,,8,,8
,,,2731,WISE J K,,,,,,,,,9,,9
,,NURSNG ,2732,ABERBOOK V A,7,10,,,,,,,,,17
,,,2733,MCCASKILL C J,1,15,,,,,,,,,16
,,NURSNG ,2734,SMITH D L,,,,,,,,,8,,8
,,,2735,SMITH D L,,,,,,,,,9,,9
,,,2736,MCCASKILL C J,,,,,,,,,8,,8
"Friday, August 16, 2013",,,,,,,,,,,,,,,Page 53 of 95
Department,Subject,Course,Section,,Instructor,A,B,C,D,F,IP,IX,NP,P,W,Grand Total
Health Scien,NURSNG,NURSNG ,,2737,ABERBOOK V A,,,,,,,,8,,8,
,,NURSNG ,,2738,WILLIAMS E J,6,27,,,,,,,,33,
,,NURSNG ,,2739,WILLIAMS E J,,,,,,,12,,,12,
,,,,2740,DULI L R,,,,,,,11,,,11,
,,,,3074,MCCASKILL C J,,,,,,,10,,,10,
,RES TH,RES TH,1,4428,SANTANA S A,10,3,3,3,9,,,1,9,38,
,,RES TH 30,,2975,SANTANA S A,5,18,9,12,,,,,1,45,
,,RES TH 70,,2976,SANTANA S A,1,4,4,6,,,,,2,17,
History,HIST,HIST,1,2231,CLAYBORNE D,8,6,9,2,8,,,,14,47,
,,,,2232,BYRNE D,8,16,10,7,4,,,1,2,48,
,,,,2233,NESS B J,8,7,2,,,,,,5,22,
,,,,2234,RORABACK A J,14,7,15,3,11,,1,,13,64,
,,,,2235,STILES C L,46,17,10,2,,,,1,7,83,
,,,,2236,BYRNE D,8,17,4,1,2,,,,9,41,
,,,,4238,STILES C L,71,13,3,,,,,1,1,89,
,,HIST,2,2237,HARTZMARK A L,10,14,3,2,6,,,,9,44,
,,,,2238,COOPER J A,11,4,8,3,1,,,,11,38,
,,,,2239,KENT M L,12,20,2,3,,,,,3,40,
,,,,2240,MANOFF R J,15,24,6,,1,,,,2,48,
,,,,2241,KERZE M,5,11,7,,6,,,,18,47,
,,,,2242,KENT M L,12,18,8,1,,,,,4,43,
,,,,2243,VERLET M C,4,8,6,,2,,,,14,34,
,,,,3129,VERLET M C,2,1,2,3,2,,,,17,27,
,,,,4239,RASMUSSEN K A,2,10,12,,4,,,,13,41,
,,HIST,4,4240,STILES C L,46,2,1,2,1,,,,1,53,
,,HIST,5,2244,CRUZ J S,26,9,7,1,1,,,,6,50,
,,,,2245,CRUZ J S,21,7,3,,4,,,,9,44,
"Friday, August 16, 2013",,,,,,,,,,,,,,,Page 54 of 95,
Department,Subject,Course,Section,,Instructor,A,B,C,D,F,IP,IX,NP,P,W,Grand Total
History,HIST,HIST,6,2246,HARTZMARK A L,9,13,11,2,7,,,,4,46,
,,,,2247,FARRELL J,12,20,5,2,5,,,,2,46,
,,HIST,10,2248,KAWAGUCHI L A,1,8,16,3,9,,,,22,59,
,,,,2249,SAAVEDRA Y,11,8,10,1,9,,,1,10,50,
,,,,2250,KAWAGUCHI L A,4,5,13,6,9,2,1,1,17,58,
,,,,2251,SAAVEDRA Y,6,12,8,4,14,,,1,10,55,
,,,,2252,CRUZ J S,12,11,9,2,,1,,1,7,43,
,,,,2253,CRUZ J S,17,4,13,3,1,,,,4,42,
,,,,2254,KAWAGUCHI L A,2,6,4,,4,1,,,19,36,
,,HIST,11,2255,KAWAGUCHI L A,,9,7,5,14,,1,,12,48,
,,,,2256,KEVILLE T J,10,11,12,,6,,,,2,41,
,,,,2257,CHI J S,,11,9,12,9,2,,,8,51,
,,,,2258,VANBENSCHOTEN W D,14,14,9,4,4,,,,12,57,
