Santa Monica College - Grade Distribution Fall 2014,,,,,,,,,,,,,,,,,
Department,Subject,Course,,Section,Instructor,A,B,C,D,F,IP,IX,NP,P,W,RD,Total
English,ENGL,ENGL,1,1829,BRIGSTOCKE J W,5,8,1,,5,,,,10,,29,
,,,,1830,ZEHR D M,10,6,2,1,,,,,6,,25,
,,,,1831,DRISCOLL L V,16,4,1,3,,,,,11,,35,
"Monday, February 23, 2015",,,,,,,,,,,,,,,,Page 37 of 97,
Department,Subject,Course,,Section,Instructor,A,B,C,D,F,IP,IX,NP,P,W,RD,Total
English,ENGL,ENGL,1,1832,SANDOVAL A,5,9,6,2,3,,,,4,,29,
,,,,1833,STIRLING M S,,4,4,2,2,,,1,10,,23,
,,,,1834,BRIGSTOCKE J W,11,5,3,,2,1,,,12,,34,
,,,,1835,BLACKWELL N,10,10,,2,4,,,,4,,30,
,,,,1836,MOTOIKE K J,7,11,3,,3,,,,4,,28,
,,,,1837,GARNICA A M,2,4,5,4,5,,,,2,,22,
,,,,1838,GILDNER B J,1,4,4,2,1,,,,11,,23,
,,,,1839,HERBERT S,3,12,9,4,6,,,,3,,37,
,,,,1840,MENTON K T,2,8,5,3,7,,,,1,,26,
,,,,1841,WATTS J W,16,18,,,,,,,5,,39,
,,,,1842,PAIK-SCHOENBERG J,1,2,6,2,7,,,,16,,34,
,,,,1843,ESPINOSA A A,,5,7,7,4,,,,2,,25,
,,,,1844,DESAI D H,6,9,1,1,,,,,5,,22,
,,,,1845,YOUNG W H,,8,7,1,3,,,,6,,25,
,,,,1846,BRIGSTOCKE J W,11,10,,,2,,,,10,,33,
,,,,1847,CAGGIANO S E,4,5,6,6,1,,,,2,,24,
,,,,1848,GOODE S S,6,9,3,,,,,,5,,23,
,,,,1849,IRELAND S P,11,16,6,1,,,,,,,34,
,,,,1850,BONAR H S,8,9,1,2,1,,,,1,,22,
,,,,1851,HANSEN N C,8,8,4,2,,,,,1,,23,
,,,,1852,SOSNER J A,3,9,7,1,2,,,,3,,25,
,,,,1853,HANSEN N C,13,5,1,1,4,,,,1,,25,
,,,,1854,LEGRANDE E,8,12,2,1,,,,,2,,25,
,,,,1855,MEIR N K,6,9,2,,,,,,8,,25,
,,,,1856,KARRON R,6,10,1,1,1,,,,5,,24,
,,,,1857,REMMES J,1,7,4,4,4,,,,10,,30,
,,,,1858,BONAR H S,6,3,3,,4,,,,5,,21,
,,,,1860,SANDOVAL A,7,12,6,1,2,,,,1,,29,
,,,,1861,PADILLA M R,4,11,6,,2,,,,2,,25,
"Monday, February 23, 2015",,,,,,,,,,,,,,,,Page 38 of 97,
Department,Subject,Course,,Section,Instructor,A,B,C,D,F,IP,IX,NP,P,W,RD,Total
English,ENGL,ENGL,1,1862,DRISCOLL L V,11,3,8,,,,,,2,,24,
,,,,1863,STIRLING M S,1,7,6,4,4,,,,3,,25,
,,,,1864,ESPINOSA A A,,9,6,3,7,,,,8,,33,
,,,,1865,BLACKWELL N,10,6,6,2,5,,,,5,,34,
,,,,1866,GILDNER B J,4,10,5,1,,,,,6,,26,
,,,,1867,GARNICA A M,1,8,5,3,5,,,,4,,26,
,,,,1868,DURAN A,4,3,3,12,,,,,3,,25,
,,,,1870,FONSECA M L,4,10,5,1,1,,,,1,,22,
,,,,1871,MEYER E E,14,4,2,3,2,1,,,1,,27,
,,,,1872,MENTON K T,4,5,6,3,7,,,,2,,27,
,,,,1873,IRELAND S P,23,9,1,1,,,,,,,34,
,,,,1874,DESAI D H,6,12,3,1,,,,,2,,24,
,,,,1875,MATTESSICH S N,14,15,6,1,,,,,2,,38,
,,,,1876,HERBERT S,7,13,3,1,5,,,,7,,36,
,,,,1877,YOUNG W H,3,8,4,1,,,,,6,,22,
,,,,1878,ESPINOSA A A,2,8,11,2,6,,,,4,,33,
,,,,1879,PAIK-SCHOENBERG J,6,3,7,6,,,,,13,,35,
,,,,1880,VISHWANADHA H,2,3,6,5,6,,,,16,,38,
,,,,1881,FREDRICK J A,4,6,5,1,3,,,,6,,25,
,,,,1882,ZEHR D M,4,10,5,9,,,,,8,,36,
,,,,1883,POSSEMATO F,26,2,,,,,,,1,,29,
,,,,1884,HERTZ U L,3,9,6,1,2,,,,3,,24,
,,,,1885,MARTINEZ-GIL C,13,7,1,1,2,,,,,,24,
,,,,1886,MEEKS C,,7,5,3,3,,,,6,,24,
,,,,1887,ARMS E D,12,8,3,1,,,,,3,,27,
,,,,1888,RUBIO G H,5,6,6,1,1,,,,6,,25,
,,,,1889,GOODE S S,5,13,,1,,,,,4,,23,
,,,,1890,ARIEFF D E,7,7,8,1,1,,,,2,,26,
,,,,1891,LEGRANDE E,9,11,1,3,,,,,1,,25,
"Monday, February 23, 2015",,,,,,,,,,,,,,,,Page 39 of 97,
Department,Subject,Course,,Section,Instructor,A,B,C,D,F,IP,IX,NP,P,W,RD,Total
English,ENGL,ENGL,1,1892,MAVROMATI A C,11,5,6,2,2,,,,,,26,
,,,,1894,KARRON R,12,4,4,2,,,,,2,,24,
,,,,1895,MCQUEENEY E P,3,8,2,,3,,,,7,,23,
,,,,1896,KAUFFMAN S R,28,4,,,,,,,2,,34,
,,,,1897,RAJSKI B,18,8,1,1,4,,,,2,,34,
,,,,1898,TURNER K E,3,9,4,2,6,,,,2,,26,
,,,,1899,ENGELMANN D S,21,3,,,,,,,2,,26,
,,,,1900,PACCHIOLI J J,3,12,8,3,5,,,,4,,35,
,,,,1901,PADILLA M R,7,9,4,3,6,,,,6,,35,
,,,,1902,HERTZ U L,5,4,5,,,,,,7,,21,
,,,,1903,HAMADA M J,11,4,1,,,,,,8,,24,
,,,,1904,GOODE S S,4,13,4,,2,,,,2,,25,
,,,,1905,MENTON K T,5,3,5,4,2,1,,,5,,25,
,,,,1906,KRUSOE J A,5,16,10,1,,,,,6,,38,
,,,,1907,PACCHIOLI J J,4,9,13,1,4,,,,3,,34,
,,,,1908,MATTESSICH S N,12,14,1,,4,,,,3,,34,
,,,,1909,WATTS J W,14,19,,2,,,,,3,,38,
,,,,1910,ARMS E D,15,7,3,,1,,,,,,26,
,,,,1911,LEGRANDE E,8,14,1,,,,,,2,,25,
,,,,1912,JU S,6,8,5,2,4,,,,8,,33,
,,,,1913,CAGGIANO S E,3,14,2,1,1,,,,4,,25,
,,,,1914,KAUFFMAN S R,28,3,,,,2,,,,,33,
,,,,1915,ENGELMANN D S,9,11,1,1,3,,,,8,,33,
,,,,1916,SIMPSON L E,5,16,4,2,2,,,,6,,35,
,,,,1917,OVERALL S J,5,3,,5,1,,,,8,,22,
,,,,1918,FREDRICK J A,7,5,,2,4,,,,3,,21,
,,,,1919,RAJSKI B,15,13,,1,1,,,1,3,,34,
,,,,1920,EDELMANN C,8,8,4,2,1,,,,1,,24,
,,,,1921,LANE P D,11,12,,,,,,,2,,25,
"Monday, February 23, 2015",,,,,,,,,,,,,,,,Page 40 of 97,
Department,Subject,Course,,Section,Instructor,A,B,C,D,F,IP,IX,NP,P,W,RD,Total
English,ENGL,ENGL,1,1922,PRITCHARD L A,7,13,7,2,4,,,,6,,39,
,,,,1923,KRUSOE J A,3,8,11,4,,,,,8,,34,
,,,,1924,DOUCET W J,19,2,1,1,,6,,,2,,31,
,,,,1925,JU S,7,6,4,1,2,,,,6,,26,
,,,,1926,RUBIO G H,1,5,6,2,1,,,,5,,20,
,,,,1927,MEYER E E,9,6,3,4,1,1,,,4,,28,
,,,,1928,REMMES J,1,6,4,,3,,,,19,,33,
,,,,1929,KAPLAN M A,7,6,6,,,,,,5,,24,
,,,,1930,WILL L J,9,3,3,,2,5,,,4,,26,
,,,,1931,JU S,10,7,4,1,2,,,,7,,31,
,,,,1932,DAVIS C V,4,8,7,,2,,,,3,,24,
,,,,1933,EDELMANN C,9,10,3,1,,,,,2,,25,
,,,,1934,PHILLIPS L K,7,5,6,3,,,,,1,,22,
,,,,1935,RAJSKI B,10,8,1,1,1,,,,3,,24,
,,,,1936,BURAK C D,12,6,2,1,,,,,2,,23,
,,,,1938,AGHABEGIAN DIANA E,5,7,4,1,,,,,3,,20,
,,,,1939,AGHABEGIAN DIANA E,2,7,1,,1,,,,9,,20,
,,,,1940,GUSTIN M J,3,4,1,3,1,,,,6,,18,
,,,,1941,GUSTIN M J,5,6,4,2,1,,,,4,,22,
,,,,1942,DEL GEORGE D K,3,3,2,1,2,,,,9,,20,
,,,,1943,DEL GEORGE D K,2,9,4,1,,,,,5,,21,
,,,,1944,CRAMER T R,11,8,2,1,1,,,,2,,25,
,,,,1945,CRAMER T R,13,6,,,4,,,,1,,24,
,,,,1946,CRAMER T R,4,3,1,1,3,,,,6,,18,
,,,,1947,LYNCH J J,5,2,3,2,8,,,,5,,25,
,,,,1948,LYNCH J J,7,4,1,,2,,,,4,,18,
,,,,1949,LYNCH J J,8,4,1,,5,,,,4,,22,
,,,,1950,REICHLE R E,3,2,2,1,4,,,,4,,16,
,,,,1951,DEL GEORGE D K,6,5,1,,1,,,,5,,18,
"Monday, February 23, 2015",,,,,,,,,,,,,,,,Page 41 of 97,
Department,Subject,Course,,Section,Instructor,A,B,C,D,F,IP,IX,NP,P,W,RD,Total
English,ENGL,ENGL,1,3455,WINKLER K D,1,,,,,,,,,,1,
,,,,4166,KAPLAN M A,13,6,1,2,,,,,2,,24,
,,,,4167,WILL L J,9,6,4,4,,,,,1,,24,
,,,,4168,MURPHY E M,7,3,3,3,1,,,,7,,24,
,,,,4169,PHILLIPS L K,5,7,4,4,,,,,1,,21,
,,,,4170,MARTINEZ-GIL C,15,3,2,2,,,,,3,,25,
,,,,4171,KEMPER D E,4,8,1,2,2,,,,7,,24,
,,,,4173,EDELMANN C,8,10,3,1,,,,1,2,,25,
,,,,4174,SOSNER J A,6,11,3,1,3,,,,1,,25,
,,,,4175,HALL J E,23,2,,,,,,,,,25,
,,,,4176,KLEIN R E,4,4,6,3,5,,,,10,,32,
,,ENGL,2,1953,FONSECA M L,1,4,9,3,4,,,,3,,24,
,,,,1954,ESPINOSA A A,2,10,8,2,2,,,,1,,25,
,,,,1955,JONES ALTIERE M F,6,6,7,2,3,,,,3,,27,
,,,,1956,HERBERT S,5,6,4,4,1,,,,8,,28,
,,,,1957,PADILLA M R,12,11,1,1,,,,,1,,26,
,,,,1958,MARTINEZ-GIL C,15,2,8,4,,,,,,,29,
,,,,1959,ARIEFF D E,5,9,4,1,,,,,5,,24,
,,,,1960,BONAR H S,15,8,3,1,,,,,2,,29,
,,,,1961,HANSEN N C,13,7,1,2,,,,,2,,25,
,,,,1962,GARNICA A M,4,10,2,7,,,,,2,,25,
,,,,1963,DRISCOLL L V,14,4,1,1,3,,,,2,,25,
,,,,1964,NOLAN-COFFMAN M P,8,6,,5,,,,,2,,21,
,,,,1965,IRELAND S P,26,7,,,,,,,,,33,
,,,,1966,HERBERT S,12,9,2,,,,,,2,,25,
,,,,1967,HERTZ U L,1,7,10,1,1,,,1,4,,25,
,,,,1968,WATTS J W,13,15,1,,,,,,2,,31,
,,,,1969,BRIGSTOCKE J W,6,10,3,4,,1,,,4,,28,
,,,,1970,PADILLA E,6,5,6,2,,,,,5,,24,
"Monday, February 23, 2015",,,,,,,,,,,,,,,,Page 42 of 97,
Department,Subject,Course,,Section,Instructor,A,B,C,D,F,IP,IX,NP,P,W,RD,Total
English,ENGL,ENGL,2,1971,DOSSETT G H,5,17,2,,,,,,1,,25,
,,,,1972,MEIR N K,8,9,3,1,,,,,5,,26,
,,,,1973,PADILLA E,4,9,8,2,,,,,5,,28,
,,,,1974,LIVANIS L,4,9,8,3,,,,,1,,25,
,,,,1975,BOSTICK J D,18,4,1,2,,,,,2,,27,
,,,,1976,BRIGSTOCKE J W,8,10,1,7,,,,,3,,29,
,,,,1977,TYSON T L,8,9,2,3,,,,,3,,25,
,,,,1978,NOLAN-COFFMAN M P,6,9,4,1,3,,,,2,,25,
,,,,1979,MEIR N K,9,5,5,1,1,,,1,3,,25,
,,,,1980,LANE P D,14,9,1,,,,,,3,,27,
,,,,1981,YOUNG R U,8,8,6,,,,,,3,,25,
,,,,1982,YOUNG W H,2,4,4,2,4,,,,7,,23,
,,,,1983,DESAI D H,4,15,3,,,,,,3,,25,
,,,,1984,KARRON R,9,13,2,1,,,,,3,,28,
,,,,1985,BURAK C D,9,10,1,1,,,,,2,,23,
,,,,1986,DOUCET W J,19,7,4,,,10,,,2,,42,
,,,,1987,GILDNER B J,1,6,10,5,,,,,3,,25,
,,,,1988,WATTS J W,16,11,1,,,,,,4,,32,
,,,,1989,JU S,11,5,3,3,,,,,4,,26,
,,,,1990,MEEKS C,5,3,5,1,7,,,,3,,24,
,,,,1991,LANE P D,14,8,,,,,,,2,,24,
,,,,1992,CRAMER T R,19,6,,,,,,,1,,26,
,,,,1993,ZEHR D M,11,12,3,1,,,,,2,,29,
,,,,1994,RAJSKI B,15,7,,,,,,,1,,23,
,,,,1995,JOHNSON D J,9,11,3,1,1,,,,2,,27,
,,,,1996,ROSS M S,5,6,6,,,,,,6,,23,
,,,,1997,LANDAU D M E,1,4,2,1,,,,,15,,23,
,,,,1998,MEEKS C,11,5,4,1,,,,,3,,24,
,,,,1999,POSSEMATO F,23,2,,,,,,,,,25,
"Monday, February 23, 2015",,,,,,,,,,,,,,,,Page 43 of 97,
Department,Subject,Course,,Section,Instructor,A,B,C,D,F,IP,IX,NP,P,W,RD,Total
English,ENGL,ENGL,2,2000,MURPHY E M,7,8,2,2,,,,,1,,20,
,,,,2001,DEL GEORGE D K,9,12,1,1,,,,1,1,,25,
,,,,2002,MATTESSICH S N,25,3,,,,,,,1,,29,
,,,,2003,CRAMER T R,6,13,1,2,,,,,4,,26,
,,,,2004,PACCHIOLI J J,4,9,4,,,,,,8,,25,
,,,,2005,OBA R K,5,9,5,1,3,,,,3,,26,
,,,,2006,FREDRICK J A,10,6,3,1,1,,,,3,,24,
,,,,2007,SIMPSON L E,9,11,1,2,,,,,,,23,
,,,,2008,HALL J E,10,16,,,,,,,1,,27,
,,,,2009,LANDAU D M E,1,3,4,1,2,,,,13,,24,
,,,,2010,POSSEMATO F,23,,1,1,,,,,,,25,
,,,,2011,KEMPER D E,11,4,8,,,2,,,2,,27,
,,,,2012,REMMES J,,6,2,1,1,,,,8,,18,
,,,,2013,GUSTIN M J,5,5,2,1,,,,,4,,17,
,,,,2014,JANAKOS L D,3,4,4,1,2,,,,6,,20,
,,,,2015,HASSMAN T,7,4,1,1,,,,,9,,22,
,,,,2016,AGHABEGIAN DIANA E,11,4,1,1,1,,,,5,,23,
,,,,2017,HASSMAN T,6,3,1,2,1,,,,9,,22,
,,,,2018,HASSMAN T,3,3,5,2,1,,,,8,,22,
,,,,2019,JANAKOS L D,4,5,4,2,,,,,4,,19,
,,,,2020,JANAKOS L D,4,5,1,3,3,,,,4,,20,
,,,,2021,LONGO J P,2,4,1,1,3,,,,11,,22,
,,,,2022,BORETZ M S,9,4,2,2,,,,,4,,21,
,,,,2023,SCHAMP J L,8,5,3,1,3,,,,4,,24,
,,,,3427,OBA R K,4,4,9,2,1,,,,1,,21,
,,,,3440,ROSS M S,4,2,4,1,,,,,4,,15,
,,,,3451,NOLAN-COFFMAN M P,10,1,2,2,,,,,6,,21,
,,,,4177,KAPLAN M A,6,11,4,2,,,,,,,23,
,,,,4178,OVERALL S J,6,3,4,4,,,,,4,,21,
"Monday, February 23, 2015",,,,,,,,,,,,,,,,Page 44 of 97,
Department,Subject,Course,,Section,Instructor,A,B,C,D,F,IP,IX,NP,P,W,RD,Total
English,ENGL,ENGL,2,4179,HALL J E,11,12,,,,,,,1,,24,
,,,,4180,ENGELMANN D S,8,8,6,,,,,,3,,25,
,,,,4181,BELL S L,26,1,,,,,,,,,27,
,,,,4182,PADILLA M R,15,8,1,3,,1,,,4,,32,
,,,,4183,DINIRO D A,5,5,6,,,,,,6,,22,
,,,,4184,KEMPER D E,8,6,1,,,,,,8,,23,
,,,,4513,OBA R K,8,6,5,1,1,,,,5,,26,
,,ENGL,3,4185,HUMPHREY T F,18,4,,,,2,,,5,,29,
,,ENGL,4,2024,ZEHR D M,14,8,2,3,,,,,5,,32,
,,,,4186,MATTESSICH S N,9,7,3,2,,,,,8,,29,
,,ENGL,5,2025,DRISCOLL L V,23,14,2,1,,,,,3,,43,
,,,,4187,KLEIN R E,8,11,4,2,1,,,,5,,31,
,,ENGL,6,2026,DOSSETT G H,5,18,4,1,,2,,,4,,34,
,,,,4188,SIMPSON L E,5,9,1,2,,,,,4,,21,
,,ENGL,7,2027,PACCHIOLI J J,2,11,12,,,,,,4,,29,
,,ENGL,8,2028,SOSNER J A,12,13,,2,,,,,3,,30,
,,ENGL,10,2029,ROSALES C M,3,8,1,4,2,,,,1,,19,
,,ENGL,14,2030,ENGELMANN D S,18,5,,1,,,,,2,,26,
,,ENGL,15,2031,VISHWANADHA H,,7,7,8,,,,,12,,34,
,,ENGL,20,2032,GARCIA M S,3,8,4,1,2,,,,7,,25,
,,,,2034,PAIK-SCHOENBERG J,,3,5,2,4,,,,7,,21,
,,,,2035,WRIGHT N E,4,6,8,,,,,1,4,,23,
,,,,2036,TODD G T,2,3,7,6,,,,,6,,24,
,,,,2037,PAK M,5,3,10,3,2,,,,2,,25,
,,,,2038,TODD G T,4,7,4,7,,,,,5,,27,
,,,,2039,PRITCHARD L A,5,6,7,1,2,,,,3,,24,
,,,,2040,HOTSINPILLER MATTH,,4,8,2,4,,,,7,,25,
,,,,2041,WRIGHT N E,1,9,3,1,1,,,1,5,,21,
,,,,2042,TODD G T,1,4,9,1,1,,,,3,,19,
"Monday, February 23, 2015",,,,,,,,,,,,,,,,Page 45 of 97,
Department,Subject,Course,,Section,Instructor,A,B,C,D,F,IP,IX,NP,P,W,RD,Total
English,ENGL,ENGL,20,2045,PRITCHARD L A,7,7,2,1,,,,,7,,24,
,,,,2046,O'HARA D M,1,5,8,6,,,,,5,,25,
,,,,4189,WOODRUFF S K,3,2,3,2,,,,,7,,17,
,,ENGL,21A,2047,HABEL L W,2,16,1,2,,,,1,4,,26,
,,,,2048,CARDENAS T P,11,10,1,1,,,,,3,,26,
,,,,2049,TRIPLETT J,5,2,1,4,3,,,,11,,26,
,,,,2050,FUCHS C A,2,3,10,5,1,,,,4,,25,
,,,,2051,YUDELL J,,,6,3,9,,,,9,,27,
,,,,2052,HELLER G R,3,3,4,3,2,,,,10,,25,
,,,,2053,HAMADA M J,7,7,2,,,,,,2,,18,
,,,,2054,ANDERSON E,1,5,6,6,1,,,,5,,24,
,,,,2055,HABEL L W,15,,6,1,,,,,3,,25,
,,,,2056,GRIFFY W J,3,14,1,1,,,,,6,,25,
,,,,2057,NASON N B,2,12,8,1,,,,,1,,24,
,,,,2058,BLACKWELL N,6,8,5,4,2,,,,2,,27,
,,,,2059,KAUFFMAN S R,4,13,3,2,2,,,,2,,26,
,,,,2060,DEMPSEY A L,19,3,1,1,3,,,,3,,30,
,,,,2061,TRUBY D,,2,7,3,3,,,,10,,25,
,,,,2062,GARCIA GU,8,3,4,2,5,,,,2,,24,
,,,,2063,TOBENKIN L E,1,9,6,1,3,,,,3,,23,
,,,,2064,CARDENAS T P,12,5,5,2,,,,,1,,25,
,,,,2065,DEMPSEY A L,14,8,1,2,1,,,,2,,28,
,,,,2066,TRIPLETT J,5,3,9,1,1,,,,6,,25,
,,,,2067,YUDELL J,4,2,3,3,7,,,,8,,27,
,,,,2068,FUCHS C A,1,6,12,1,1,,,,4,,25,
,,,,2069,HELLER G R,1,5,4,1,4,,,,4,,19,
,,,,2070,HAMADA M J,12,7,1,1,,,,,3,,24,
,,,,2071,GRIFFY W J,2,14,2,3,2,,,,1,,24,
,,,,2072,MISAGHI A M,4,10,4,2,2,,,,3,,25,
"Monday, February 23, 2015",,,,,,,,,,,,,,,,Page 46 of 97,
Department,Subject,Course,,Section,Instructor,A,B,C,D,F,IP,IX,NP,P,W,RD,Total
English,ENGL,ENGL,21A,2073,STERR S D,13,11,5,1,,1,,,4,,35,
,,,,2074,HABEL L W,4,13,6,1,,,,,,,24,
,,,,2075,ANDERSON E,5,8,7,2,,,,,3,,25,
,,,,2076,DOSSETT G H,4,12,8,5,1,,,,3,,33,
,,,,2077,FERREROSA J P,1,7,8,4,10,,,,3,,33,
,,,,2078,NELSON LAUNA A,7,6,5,1,4,1,,,3,,27,
,,,,2079,BEARDSLEY J D,2,14,7,2,1,,,,1,,27,
,,,,2080,PADILLA E,11,1,15,2,,,,,3,,32,
,,,,2081,FONSECA M L,1,6,12,2,5,,,,8,,34,
,,,,2082,HELLER G R,1,5,13,4,,,,,1,,24,
,,,,2083,TRUBY D,1,2,7,5,4,,,,6,,25,
,,,,2084,BLOUNT J A,7,6,5,3,2,,,,4,,27,
,,,,2085,ANDERSON E,1,5,4,3,1,,,,7,,21,
,,,,2086,EBERLE B M,6,11,,1,7,,,,1,,26,
,,,,2087,BELL S L,4,1,9,1,3,,,,10,,28,
,,,,2088,NASON N B,1,9,8,4,2,,,,3,,27,
,,,,2089,DIXON M J,7,7,3,2,6,,,,2,,27,
,,,,2090,MORGAN D H,,4,4,2,5,,,,8,,23,
,,,,2091,LOZADA C H,5,8,4,2,1,,,,5,,25,
,,,,2092,ROSS M S,3,5,10,2,,,,,2,,22,
,,,,2093,DEMPSEY A L,20,2,1,1,,,,,3,,27,
,,,,2094,OVERALL S J,4,7,6,2,,,,,5,,24,
,,,,2095,NELSON LAUNA A,6,5,4,1,1,,,,6,,23,
,,,,2096,TRIPLETT J,1,8,9,3,3,,,,3,,27,
,,,,2097,FUCHS C A,2,3,11,1,4,,,,4,,25,
,,,,2098,CARDENAS T P,16,5,2,2,,,,,1,,26,
,,,,2099,LANDAU D M E,,7,16,5,1,,,,5,,34,
,,,,2100,MISAGHI A M,8,6,10,1,,,,,,,25,
,,,,2101,MEYER E E,6,11,6,,,,,,3,,26,
"Monday, February 23, 2015",,,,,,,,,,,,,,,,Page 47 of 97,
Department,Subject,Course,,Section,Instructor,A,B,C,D,F,IP,IX,NP,P,W,RD,Total
English,ENGL,ENGL,21A,2102,PADILLA E,13,1,11,2,,,,2,4,,33,
,,,,2103,NELSON LAUNA A,4,7,6,1,2,,,,4,,24,
,,,,2104,DOSSETT G H,1,16,6,2,2,,,,7,,34,
,,,,2105,MISAGHI A M,3,6,6,3,3,,,,3,,24,
,,,,2106,LANDAU D M E,,2,18,3,4,,,,8,,35,
,,,,2107,TRUBY D,,9,8,1,5,,,,3,,26,
,,,,2108,LOZADA C H,,7,6,6,,,,,5,,24,
,,,,2109,ROSALES C M,5,8,4,1,4,,,,3,,25,
,,,,2110,DURAN A,3,5,6,8,,,,,1,,23,
,,,,2111,CONSTANTIN G N,12,8,,,,1,,,5,,26,
,,,,3434,BOSTICK J D,8,8,1,1,2,1,,,5,,26,
,,,,4191,LOZADA C H,3,6,6,1,4,,,,7,,27,
,,,,4192,CONSTANTIN G N,12,3,1,1,,4,,,1,,22,
,,,,4193,CONSTANTIN G N,8,6,1,2,,2,,,3,,22,
,,,,4195,GARCIA GU,5,5,6,6,,,,,4,,26,
,,ENGL,21B,2112,MINAMI A M,10,,2,5,,1,,,7,,25,
,,,,2113,SANDSTROM J L,2,7,10,4,2,,,,3,,28,
,,,,2114,JOHNSON D J,3,10,9,2,,,,,1,,25,
,,,,2115,WINKLER K D,,6,11,2,1,,,,4,,24,
,,,,2116,LEMON W R,,9,4,5,3,,,1,3,,25,
,,,,2117,MOTOIKE K J,2,7,5,1,,,,,7,,22,
,,,,2118,BLACKWELL N,5,5,4,2,4,,,,3,,23,
,,,,2119,TYSON T L,1,4,2,1,2,,,,13,,23,
,,,,2120,TYSON T L,1,5,5,4,4,,,1,5,,25,
,,,,2121,MOTOIKE K J,2,7,5,1,2,1,,1,9,,28,
,,,,2122,JOHNSON D J,3,14,4,1,1,,,,3,,26,
,,,,2123,CANO D R,4,5,5,4,2,,,,5,,25,
,,,,2124,LEMON W R,3,6,5,1,4,,,,7,,26,
,,,,2125,BOSTICK J D,5,7,1,1,2,1,,,7,,24,
"Monday, February 23, 2015",,,,,,,,,,,,,,,,Page 48 of 97,
Department,Subject,Course,,Section,Instructor,A,B,C,D,F,IP,IX,NP,P,W,RD,Total
English,ENGL,ENGL,21B,2126,LIVANIS L,1,14,4,1,,,,,2,,22,
,,,,2127,DURAN A,1,3,4,12,,,,,3,,23,
,,,,2128,DIXON M J,4,7,2,5,,,,,,,18,
,,,,2129,DIXON M J,3,6,2,2,7,,,,4,,24,
,,,,2130,MILLER N A,2,6,8,4,4,,,,2,,26,
,,,,2131,DOUCET W J,1,7,12,10,,4,,,4,,38,
,,,,2132,SANDOVAL A,2,5,4,3,5,,,,6,,25,
,,,,2133,LEMON W R,3,7,4,1,2,,,,5,,22,
,,,,2134,GRIFFY W J,,9,11,2,1,,,,3,,26,
,,,,2135,CANO D R,5,4,8,3,1,,,,3,,24,
,,,,2136,CANO D R,2,6,10,5,2,,,,9,,34,
,,,,2137,WILL L J,3,7,7,5,,,,,3,,25,
,,,,2138,DOUCET W J,3,4,15,6,,4,,1,5,,38,
,,,,2139,YOUNG R U,1,9,4,6,2,,,,3,,25,
,,,,2141,BELL S L,1,2,5,1,2,,,,6,,17,
,,,,2142,MURPHY E M,2,9,5,3,1,,,,2,,22,
,,,,2143,VISHWANADHA H,,,9,2,3,,,,4,,18,
,,,,4196,PHILLIPS L K,5,6,5,,,,,,4,,20,
,,ENGL,23,2146,SANDSTROM J L,1,,3,4,4,,,,5,,17,
,,,,2147,HARTMAN M,4,9,3,1,,,,,3,,20,
,,ENGL,26,2149,REMMES J,1,1,1,1,,,,,3,,7,
,,ENGL,30A,2150,PADILLA M R,14,3,2,1,,,,,6,,26,
,,,,2151,DAVIS C V,8,11,,1,,,,,2,,22,
,,,,4198,KRUSOE J A,,22,,,,,,2,6,,30,
,,,,4199,PADILLA M R,14,2,1,3,,,,,2,,22,
,,ENGL,30B,2152,PADILLA M R,5,,,,,,,,2,,7,
,,,,2153,DAVIS C V,2,2,,,,,,,,,4,
,,,,4200,PADILLA M R,2,,,,,,,,1,,3,
,,,,4201,KRUSOE J A,,20,,,,,,,2,,22,
"Monday, February 23, 2015",,,,,,,,,,,,,,,,Page 49 of 97,
Department,Subject,Course,,Section,Instructor,A,B,C,D,F,IP,IX,NP,P,W,RD,Total
English,ENGL,ENGL,31,2154,CAGGIANO S E,5,6,4,2,2,,,,3,,22,
,,ENGL,32,2155,DOUCET W J,2,1,1,2,,8,,,5,,19,
,,ENGL,40,2156,VISHWANADHA H,2,6,1,,3,,,,11,,23,
,,ENGL,48,2157,STEEBER S J,7,5,,,1,,,2,5,,20,
,,ENGL,50,2158,STERR S D,12,12,3,,1,,,,9,,37,
,,ENGL,51,4202,REMMES J,1,2,,,,,,,2,,5,
,,ENGL,52,4203,DEL GEORGE D K,6,2,,,,,,,1,,9,
,,ENGL,80,2159,SHAPIRO E P,,,,,,,3,14,6,,23,
,,ENGL,84R,2160,HARTMAN M,,,,,,,2,10,7,,19,
,,ENGL,84W,2162,YUDELL J,,,,,,,11,3,3,,17,
,,ENGL,85,2163,MARKARIAN E A,,,,,,,2,21,2,,25,
,,,,2164,CAMPBELL L A,,,,,,,5,18,4,,27,
,,,,2165,MARKARIAN E A,,,,,,,1,31,,,32,
,,,,2166,JAMES K R,,,,,,,11,13,3,,27,
,,,,2167,DAVISON,IV G S,,,,,,5,16,7,,28,
,,,,2168,JAMES K R,,,,,,,10,11,7,,28,
,,,,2169,CAMPBELL L A,,,,,,,5,20,2,,27,
,,,,2170,DAVISON,IV G S,,,,,,11,12,5,,28,
,,,,2171,WEATHERFORD K C,,,,,,,2,16,6,,24,
,,,,2172,WEATHERFORD K C,,,,,,,3,21,4,,28,
,,,,2173,KLEMP R M,,,,,,,,26,5,,31,
