Santa Monica College - Grade Distribution Fall 2012,,,,,,,,,,,,,,,,,
Department,Subject,Course,Section,,Instructor,A,B,C,D,DR,F,IP,IX,NP,P,W,Grand Total
,,,,1864,LEGRANDE E,28,2,1,,1,,,,,,32,
,,,,1865,HERTZ U L,6,5,5,1,,,,,,7,24,
,,,,1866,KAUFFMAN S R,29,6,1,,2,,3,,,5,46,
,,,,1867,VOGTSBERGER E D,2,6,6,1,6,,,,,2,23,
,,,,1868,WINKLER K D,10,15,4,,,,,,,,29,
,,,,1869,BRYER E J,10,13,2,,1,,1,,,2,29,
,,,,1870,GOODE S S,6,9,2,,1,,,,,5,23,
"Monday, March 04, 2013",,,,,,,,,,,,,,,,Page 34 of 86,
Department,Subject,Course,Section,,Instructor,A,B,C,D,DR,F,IP,IX,NP,P,W,Grand Total
English,ENGL,ENGL,1,1871,ARIEFF D E,3,16,1,,2,,,,,1,23,
,,,,1872,DESAI D H,1,7,8,1,,,,,,5,22,
,,,,1873,KAPLAN M A,10,12,1,,,,,,,3,26,
,,,,1874,MARTINEZ-GIL C,11,3,2,1,4,,,,,1,22,
,,,,1875,MCQUEENEY E P,4,7,1,,,,,,,11,23,
,,,,1876,KEMPER D E,2,13,4,1,,,1,,,4,25,
,,,,1877,ENGELMANN D S,13,7,2,,1,,,,,1,24,
,,,,1878,PACCHIOLI J J,3,15,5,3,2,,,,,6,34,
,,,,1879,SOLOTAR M,1,2,1,5,2,,,,,9,20,
,,,,1880,ESPINOSA A A,4,7,6,,1,,,,,7,25,
,,,,1881,WILL L J,2,11,5,,3,,1,,,7,29,
,,,,1882,MEEKS C,6,10,1,1,2,,,,,3,23,
,,,,1883,KARRON R,4,16,1,2,,,,,,3,26,
,,,,1884,ARMS E D,11,10,4,,,,,,,1,26,
,,,,1885,KRUSOE J A,5,9,11,4,1,,,,,6,36,
,,,,1886,PACCHIOLI J J,2,12,5,3,3,,,,,9,34,
,,,,1887,MATTESSICH S N,6,8,12,5,2,,,,,2,35,
,,,,1888,WATTS J W,16,15,1,1,,,,,,1,34,
,,,,1889,RUBIO G H,6,5,3,3,,,,,,1,18,
,,,,1890,RUBIO G H,4,10,1,,,,,,,2,17,
,,,,1891,ENGELMANN D S,9,7,8,1,3,,,,,5,33,
,,,,1892,SIMPSON L E,15,5,3,,,,,,,1,24,
,,,,1893,OVERALL S J,5,5,4,6,3,,,,,3,26,
,,,,1894,KEMPER D E,3,8,3,,,,,,,12,26,
,,,,1895,DAVIS C V,3,5,11,,2,,,,,3,24,
,,,,1896,WILL L J,6,10,2,1,2,,,,,5,26,
,,,,1897,KRUSOE J A,4,13,9,3,,,,,,7,36,
,,,,1898,DOUCET W J,7,10,7,2,,,6,,,4,36,
,,,,1899,REMMES J,2,5,12,2,7,,,,,5,33,
,,,,1900,REMMES J,1,6,3,4,4,,,,,12,30,
,,,,1901,SOSNER J A,12,10,2,1,,,,,,1,26,
,,,,1902,SOSNER J A,15,11,1,,,,,,,,27,
"Monday, March 04, 2013",,,,,,,,,,,,,,,,Page 35 of 86,
Department,Subject,Course,Section,,Instructor,A,B,C,D,DR,F,IP,IX,NP,P,W,Grand Total
English,ENGL,ENGL,1,1903,TYSON T L,4,7,2,1,1,,,,,9,24,
,,,,1904,EDELMANN C,6,11,5,1,,,,,,2,25,
,,,,1905,SIMPSON L E,3,18,2,1,1,,,,,7,32,
,,,,1906,LANE P D,14,10,2,,,,,,,,26,
,,,,1907,PHILLIPS L K,8,8,3,3,,,,,,2,24,
,,,,1908,MURPHY E M,4,11,2,2,2,,1,,,3,25,
,,,,1909,CAGGIANO S E,4,9,5,1,4,,,,,4,27,
,,,,1910,OBA R K,3,9,6,4,2,,,,,2,26,
,,,,1911,AGHABEGIAN DIANA E,6,8,3,1,,,,,,4,22,
,,,,1912,AGHABEGIAN DIANA E,6,1,6,,1,,,,,2,16,
,,,,1913,GUSTIN M J,6,3,3,3,3,,,,,5,23,
,,,,1914,GUSTIN M J,4,4,2,1,5,,,,,7,23,
,,,,1915,DEL GEORGE D K,7,6,2,,2,,,,,3,20,
,,,,1916,DEL GEORGE D K,1,6,2,,2,,,,,6,17,
,,,,1917,CRAMER T R,4,4,2,,3,,,,1,6,20,
,,,,1918,CRAMER T R,9,2,4,,2,,,,,6,23,
,,,,1919,CRAMER T R,7,7,1,,4,,,,,4,23,
,,,,1920,LYNCH J J,7,6,2,,2,,,,,4,21,
,,,,1921,REICHLE R E,7,7,4,,5,,,,,3,26,
,,,,3267,LYNCH J J,9,4,3,2,1,,,,,3,22,
,,,,3268,REICHLE R E,4,4,2,3,9,,,,,5,27,
,,,,3272,DEL GEORGE D K,3,4,2,,4,,1,,,6,20,
,,,,3360,LEGRANDE E,20,6,1,,1,,,,,4,32,
,,,,4148,PADILLA M R,16,7,3,,2,,,,,6,34,
,,,,4149,KEMPER D E,6,13,4,,,,,,,3,26,
,,,,4150,WILL L J,4,8,4,1,3,,,,,4,24,
,,,,4151,MURPHY E M,8,5,5,2,1,,,,,4,25,
,,,,4152,KLEIN R E,7,6,2,5,5,,,,,6,31,
,,,,4153,ARMSTRONG L M,12,8,3,1,3,,,,,,27,
,,,,4154,OBA R K,5,6,5,2,,,,,,3,21,
,,,,4155,HALL J E,10,7,,,3,,,,,3,23,
,,,,4156,LANE P D,8,7,2,2,,,,,,2,21,
"Monday, March 04, 2013",,,,,,,,,,,,,,,,Page 36 of 86,
Department,Subject,Course,Section,,Instructor,A,B,C,D,DR,F,IP,IX,NP,P,W,Grand Total
English,ENGL,ENGL,1,4157,EDELMANN C,7,6,3,2,,,,,,6,24,
,,,,4158,SURENDRANATH L C,13,5,3,1,3,,,,,5,30,
,,,,4159,MINAMI A M,8,5,3,1,2,,,,,6,25,
,,ENGL,2,1923,FONSECA M L,8,10,3,,2,,,,,3,26,
,,,,1924,ESPINOSA A A,5,11,2,,2,,,,,3,23,
,,,,1925,HERTZ U L,4,2,9,,1,,,,,7,23,
,,,,1926,HERBERT S,4,9,9,2,3,,,,,1,28,
,,,,1927,PADILLA M R,11,7,1,4,4,,,,,2,29,
,,,,1928,ARIEFF D E,14,10,,,,,,,,1,25,
,,,,1929,JONES ALTIERE M F,8,9,3,,3,,,,,4,27,
,,,,1930,BONAR H S,9,9,5,1,,,,,,4,28,
,,,,1931,HANSEN N C,13,6,2,2,2,,,,,2,27,
,,,,1932,GARNICA A M,5,8,5,2,3,,,,,2,25,
,,,,1933,DRISCOLL L V,18,6,,3,,,,,,,27,
,,,,1934,JONES ALTIERE M F,10,10,3,,2,,,,,3,28,
,,,,1935,IRELAND S P,18,10,2,1,,,,,,1,32,
,,,,1936,HERBERT S,3,11,13,1,,,,,,,28,
,,,,1937,MORGAN D H,3,9,5,1,2,,,,,1,21,
,,,,1938,WATTS J W,7,17,1,,,,,,,3,28,
,,,,1939,FREDRICK J A,5,5,10,,1,,,,1,6,28,
,,,,1940,PADILLA E,7,5,9,,1,,,,,2,24,
,,,,1941,DOSSETT G H,9,12,2,,,,,,,1,24,
,,,,1942,PADILLA E,6,10,6,,1,,,,,2,25,
,,,,1943,ARIEFF D E,4,8,7,1,2,,,,,4,26,
,,,,1944,BOSTICK J D,3,16,1,,,,3,,,4,27,
,,,,1945,IRELAND S P,23,8,,,,,,,,2,33,
,,,,1946,MOTOIKE K J,18,8,,,,,,,,1,27,
,,,,1947,MORGAN D H,2,9,2,4,1,,,,,3,21,
,,,,1948,LANDAU D M E,3,2,6,2,1,,,,,14,28,
,,,,1949,SIMPSON L E,16,7,,,,,,,,1,24,
,,,,1950,STEIN J A,6,12,3,1,1,,,,,1,24,
,,,,1951,YOUNG W H,1,11,4,1,1,,,,,4,22,
"Monday, March 04, 2013",,,,,,,,,,,,,,,,Page 37 of 86,
Department,Subject,Course,Section,,Instructor,A,B,C,D,DR,F,IP,IX,NP,P,W,Grand Total
English,ENGL,ENGL,2,1952,YOUNG R U,8,4,5,2,1,,,,,6,26,
,,,,1953,SLOBOD C G,10,7,4,1,,,,,,3,25,
,,,,1954,BURAK C D,9,11,2,,,,,,,4,26,
,,,,1955,DOUCET W J,17,7,4,3,,,4,,,,35,
,,,,1956,GILDNER B J,3,15,7,1,,,,,,2,28,
,,,,1957,WATTS J W,9,14,1,,,,,,,,24,
,,,,1958,BURAK C D,10,12,1,,,,,,,,23,
,,,,1959,CRAMER T R,15,8,1,,,,,,,1,25,
,,,,1960,JOHNSON D J,7,10,7,,,,,,,2,26,
,,,,1961,KAPLAN M A,11,9,,,,,,,,5,25,
,,,,1962,GOODE S S,6,17,,,,,,,,2,25,
,,,,1963,MEEKS C,12,8,3,,2,,,,,3,28,
,,,,1964,FREDRICK J A,4,7,12,1,1,,,,,2,27,
,,,,1965,LANE P D,12,7,5,1,,,,,,2,27,
,,,,1966,CAGGIANO S E,4,8,7,1,1,,,,,4,25,
,,,,1967,DEL GEORGE D K,7,14,3,1,,,,,,,25,
,,,,1968,MATTESSICH S N,17,7,1,,,,,,,1,26,
,,,,1969,CRAMER T R,12,12,1,,1,,,,,1,27,
,,,,1970,PACCHIOLI J J,3,9,7,,4,,,,,1,24,
,,,,1971,OBA R K,8,10,3,1,,,,,,2,24,
,,,,1972,BELL S L,26,,,,,,,,,1,27,
,,,,1973,LANDAU D M E,,1,8,5,1,,,,,11,26,
,,,,1974,SCHAMP J L,6,8,1,1,2,,,,,3,21,
,,,,1975,JANAKOS L D,4,4,2,,1,,,,,8,19,
,,,,1976,JANAKOS L D,4,5,4,,4,,,,,8,25,
,,,,1977,HASSMAN T,2,4,2,3,,,,,,11,22,
,,,,1978,HASSMAN T,6,3,3,1,1,,,,,7,21,
,,,,1979,LYNCH J J,11,4,1,,1,,,,,2,19,
,,,,1980,AGHABEGIAN DIANA E,10,4,5,,,,,,,1,20,
,,,,1981,LONGO J P,5,3,1,3,3,,,,,6,21,
,,,,1982,GUSTIN M J,4,4,2,,2,,,,,9,21,
,,,,1983,REMMES J,2,4,5,,,,,,,6,17,
"Monday, March 04, 2013",,,,,,,,,,,,,,,,Page 38 of 86,
Department,Subject,Course,Section,,Instructor,A,B,C,D,DR,F,IP,IX,NP,P,W,Grand Total
English,ENGL,ENGL,2,1984,BORETZ M S,6,6,1,,,,,,,9,22,
,,,,3270,HASSMAN T,5,,1,2,1,,1,,,12,22,
,,,,3274,STERR S D,16,10,6,,,,,,,,32,
,,,,3336,HALL J E,6,16,2,,1,,,,,,25,
,,,,4160,DAVIS C V,4,10,3,,3,,,,,4,24,
,,,,4161,DOUCET W J,29,3,3,,,,,,,,35,
,,,,4162,HALL J E,16,6,1,,,,,,,2,25,
,,,,4163,ENGELMANN D S,9,7,4,1,,,,,,6,27,
,,,,4164,KAPLAN M A,7,13,1,,,,,,,2,23,
,,,,4165,PADILLA M R,7,10,5,,3,,,,,1,26,
,,,,4166,DINIRO D A,3,7,6,,,,,,,5,21,
,,,,4167,KLEIN R E,11,6,1,3,2,,,,,9,32,
,,ENGL,3,4168,HUMPHREY T F,22,6,,,,,1,,,3,32,
,,ENGL,4,1986,ZEHR D M,6,12,3,,1,,,,,9,31,
,,,,4169,MATTESSICH S N,14,2,2,,4,,,,,5,27,
,,ENGL,5,1987,DRISCOLL L V,19,18,,,,,,,,4,41,
,,,,4170,LARSEN L L,3,7,7,1,1,,,,,11,30,
,,ENGL,6,1988,DOSSETT G H,7,15,5,1,3,,,,,4,35,
,,,,4171,SIMPSON L E,14,8,1,1,1,,,,,6,31,
,,ENGL,7,1989,PACCHIOLI J J,3,10,6,1,3,,1,,,7,31,
,,ENGL,8,1990,RAJSKI B,12,11,1,,3,,,,,3,30,
,,ENGL,10,1991,EDELMANN C,11,10,1,1,,,,,,4,27,
,,ENGL,14,1992,ENGELMANN D S,9,8,2,,1,,,,,11,31,
,,ENGL,15,1993,VISHWANADHA H,,3,4,4,1,,,,,12,24,
,,ENGL,18,1994,MEEKS C,4,3,4,3,,,,,,4,18,
,,ENGL,20,1995,GARCIA M S,3,8,1,1,2,,,,1,7,23,
,,,,1996,PARK K J,1,4,5,2,1,,,,,8,21,
,,,,1997,BEARDSLEY J D,1,2,12,9,1,,,,,3,28,
,,,,1998,PAIK-SCHOENBERG J,,8,4,3,1,,1,,,7,24,
,,,,1999,TODD G T,5,10,4,3,1,,,,,4,27,
,,,,2000,BEARDSLEY J D,2,6,11,3,1,,,,,4,27,
,,,,2001,TODD G T,3,7,9,3,,,,,,4,26,
"Monday, March 04, 2013",,,,,,,,,,,,,,,,Page 39 of 86,
Department,Subject,Course,Section,,Instructor,A,B,C,D,DR,F,IP,IX,NP,P,W,Grand Total
English,ENGL,ENGL,20,2002,BEARDSLEY J D,4,14,5,,1,,,,,2,26,
,,,,2003,MENTON K T,1,3,2,,5,,,,,11,22,
,,,,2004,HOTSINPILLER MATTHEW,3,7,1,,4,,,,,8,23,
,,,,2005,PRITCHARD L A,2,6,10,,2,,,,,2,22,
,,,,2006,TODD G T,4,8,7,1,,,,,,5,25,
,,,,2007,PRITCHARD L A,2,6,8,3,1,,,,,2,22,
,,,,4172,PRITCHARD L A,3,3,4,3,3,,,,,7,23,
,,,,4173,WOODRUFF S K,2,3,5,,8,,,,,4,22,
,,ENGL,21,2008,HABEL L W,6,13,,,4,,,,,4,27,
,,,,2009,LOZADA C H,3,8,7,1,4,,,,,3,26,
,,,,2010,ROBERTS P S,3,5,2,,9,,,,,5,24,
,,,,2011,LOZADA C H,1,9,3,2,6,,1,,,5,27,
,,,,2012,CARDENAS T P,12,2,4,,2,,,,,2,22,
,,,,2013,FUCHS C A,3,17,2,,2,,,,,1,25,
,,,,2014,VOGTSBERGER E D,7,6,1,,5,,,,,7,26,
,,,,2015,MISAGHI A M,3,15,3,,2,,,,,3,26,
,,,,2016,ANDERSON E,6,9,3,1,2,,,,,6,27,
,,,,2017,NASON N B,1,13,10,,,,,,,3,27,
,,,,2018,HABEL L W,1,10,12,,1,,,,,1,25,
,,,,2019,HAMADA M J,14,6,1,,1,,,,,6,28,
,,,,2020,SANTILENA J A,2,18,3,,,,,,,2,25,
,,,,2021,VOGTSBERGER E D,2,2,7,1,10,,,,,4,26,
,,,,2022,HAMADA M J,13,4,1,3,,,,,,4,25,
,,,,2023,DEMPSEY A L,10,5,1,2,2,,,,,5,25,
,,,,2024,KAUFFMAN S R,3,3,5,2,4,,1,,,7,25,
,,,,2025,TOBENKIN L E,2,8,4,,5,,,,,5,24,
,,,,2026,CARDENAS T P,8,6,5,,4,,,,,2,25,
,,,,2027,DAUBENSPECK G P,2,8,4,,1,,,,,9,24,
,,,,2028,ROBERTS P S,2,5,5,5,6,,,,,3,26,
,,,,2029,FUCHS C A,2,5,8,3,4,,,,,3,25,
,,,,2030,YOUNG R U,1,7,7,1,2,,,,,7,25,
,,,,2031,HAMADA M J,18,4,1,,,,,,,5,28,
"Monday, March 04, 2013",,,,,,,,,,,,,,,,Page 40 of 86,
Department,Subject,Course,Section,,Instructor,A,B,C,D,DR,F,IP,IX,NP,P,W,Grand Total
English,ENGL,ENGL,21,2032,MISAGHI A M,3,11,10,,1,,,,,,25,
,,,,2033,BLACKWELL N,12,6,7,1,4,,,,,2,32,
,,,,2034,HABEL L W,1,18,6,1,,,,,,,26,
,,,,2035,ANDERSON E,4,7,7,2,2,,,,,2,24,
,,,,2036,LADINSKY G M,4,11,7,1,1,,,,,3,27,
,,,,2037,NELSON LAUNA A,4,7,6,,3,,,,,2,22,
,,,,2038,DAUBENSPECK G P,2,3,5,2,,,,,,11,23,
,,,,2039,FUCHS C A,1,5,9,,4,,,,,6,25,
,,,,2040,CARDENAS T P,13,1,4,,1,,,,,6,25,
,,,,2041,FONSECA M L,1,11,14,2,2,,,,1,4,35,
,,,,2042,KAGAYA C,2,10,2,,6,,,,,4,24,
,,,,2043,NASON N B,,15,8,2,,,,,,4,29,
,,,,2044,ANDERSON E,5,12,7,,1,,,,,1,26,
,,,,2045,LADINSKY G M,1,10,5,3,,,,,,8,27,
,,,,2046,POSSEMATO F,21,3,1,,,,,,,,25,
,,,,2047,DIXON M J,8,8,2,,5,,,,,1,24,
,,,,2048,CONSTANTIN G N,13,7,1,,,,,,,3,24,
,,,,2049,DAUBENSPECK G P,2,4,7,2,1,,,,,8,24,
,,,,2050,PARK K J,7,11,5,,,,,,,6,29,
,,,,2051,KAUFFMAN S R,6,4,5,2,4,,,,,5,26,
,,,,2052,NELSON LAUNA A,2,9,6,,6,,,,,3,26,
,,,,2053,OVERALL S J,4,4,4,2,,,,,,6,20,
,,,,2054,LANDAU D M E,,4,18,8,1,,,,,6,37,
,,,,2055,MATTHEWS M N,3,8,6,3,,,,,,6,26,
,,,,2056,LOZADA C H,2,5,13,2,2,,,,,7,31,
,,,,2057,BLACKWELL N,6,9,5,1,3,,,,,5,29,
,,,,2058,YOUNG R U,3,11,6,2,,,,,,3,25,
,,,,2059,MURPHY E M,6,7,4,1,4,,,,,2,24,
,,,,2060,SAHGAL P M,1,8,7,,4,,,,,3,23,
,,,,2061,MISAGHI A M,6,4,6,3,3,,,,,2,24,
,,,,2062,RAJSKI B,8,12,1,,2,,,,,3,26,
,,,,2063,POSSEMATO F,19,4,1,,,,,,,1,25,
"Monday, March 04, 2013",,,,,,,,,,,,,,,,Page 41 of 86,
Department,Subject,Course,Section,,Instructor,A,B,C,D,DR,F,IP,IX,NP,P,W,Grand Total
English,ENGL,ENGL,21,2064,NELSON LAUNA A,5,2,1,,15,,,,,2,25,
,,,,2065,MATTHEWS M N,1,10,8,1,,,,,,6,26,
,,,,2066,DOSSETT G H,3,15,7,,4,,,,,6,35,
,,,,2067,LANDAU D M E,,1,12,6,2,,,,,11,32,
,,,,2068,SAHGAL P M,2,9,7,1,2,,,,,4,25,
,,,,2069,LADINSKY G M,1,6,6,1,5,,,,,7,26,
,,,,2070,MARTINEZ-GIL C,9,7,2,,4,,,1,,7,30,
,,,,2071,POSSEMATO F,17,3,3,,1,,,,,1,25,
,,,,2072,PADILLA E,16,4,10,,1,,,,,6,37,
,,,,3314,HELLER G R,,2,6,6,2,,,,,7,23,
,,,,3315,HELLER G R,2,3,5,3,2,,,,,9,24,
,,,,3332,HELLER G R,4,3,2,2,3,,,,,9,23,
,,,,4174,RAJSKI B,10,14,1,,,,,,,1,26,
,,,,4175,PADILLA E,14,5,8,,1,,,,,6,34,
,,,,4176,TURNER K E,,5,5,2,5,,,,,8,25,
,,,,4177,TYSON T L,10,,3,2,2,,,,,5,22,
,,,,4178,BELL S L,6,4,1,4,3,,,,,8,26,
,,,,4179,TURNER K E,1,3,3,2,9,,,,,8,26,
,,,,4180,BELL S L,9,3,1,1,3,,,,,6,23,
,,ENGL,21,2073,MEYER E E,1,10,9,3,1,,,,,1,25,
,,,,2074,MEIR N K,7,8,5,1,,,,,,3,24,
,,,,2075,JOHNSON D J,2,4,10,8,,,,,,3,27,
,,,,2076,MEYER E E,6,10,7,1,2,,,,,1,27,
,,,,2077,GUNSON M J,,4,17,,1,,,,1,3,26,
,,,,2078,MEYER E E,7,10,8,1,2,,,,,1,29,
,,,,2079,JOHNSON D J,1,7,10,5,2,,,,,1,26,
,,,,2080,LEMON W R,,4,11,3,4,,,,,2,24,
,,,,2081,DOSSETT G H,3,6,6,13,3,,,,,5,36,
,,,,2082,CANO D R,,6,13,4,,,,,,2,25,
,,,,2083,LEMON W R,2,10,8,1,5,,,,,2,28,
,,,,2084,BOSTICK J D,1,8,11,3,,,,,,3,26,
,,,,2085,DIXON M J,3,5,2,2,5,,,,,1,18,
"Monday, March 04, 2013",,,,,,,,,,,,,,,,Page 42 of 86,
Department,Subject,Course,Section,,Instructor,A,B,C,D,DR,F,IP,IX,NP,P,W,Grand Total
English,ENGL,ENGL,21,2086,CONSTANTIN G N,9,10,1,1,1,,,,,4,26,
,,,,2087,DIXON M J,4,6,3,3,10,,,,1,2,29,
,,,,2088,GARCIA M S,5,12,5,2,1,,,,,2,27,
,,,,2089,DOUCET W J,12,10,6,6,3,,,,,4,41,
,,,,2090,LEMON W R,1,12,7,3,6,,,,,,29,
,,,,2091,BOSTICK J D,1,8,9,2,,,3,,,3,26,
,,,,2092,BRYER E J,9,7,6,,3,,,,,1,26,
,,,,2093,CANO D R,1,7,14,6,,,,,,7,35,
,,,,2094,TYSON T L,1,2,6,2,4,,,,,7,22,
,,,,2095,DOUCET W J,5,10,5,5,5,,1,,,5,36,
,,,,2096,TRIPLETT J,2,10,5,3,3,,,,,2,25,
,,,,2097,TRIPLETT J,2,6,4,3,2,,,,,7,24,
,,,,2098,VISHWANADHA H,,,5,6,2,,,,,18,31,
,,,,4181,PHILLIPS L K,3,7,6,2,,,,,,5,23,
,,,,4182,PHILLIPS L K,5,7,4,1,,,,,,8,25,
,,ENGL,22,2099,GUNSON M J,,2,13,2,4,,,,,3,24,
,,ENGL,23,2100,FELDMAN G J,2,4,1,5,2,,,1,,6,21,
,,,,2101,HARTMAN M,14,7,,,1,,,,,2,24,
,,,,2102,FELDMAN G J,2,6,5,6,2,,,,,4,25,
,,,,2103,HOTSINPILLER MATTHEW,,1,8,,4,,,,,7,20,
,,,,4183,SANDSTROM J L,3,5,4,2,2,,,,,9,25,
,,,,4184,SANDSTROM J L,,4,2,2,1,,,,,10,19,
,,ENGL,24,2104,THEISS N L,4,3,1,1,5,,,,3,10,27,
,,ENGL,26,2105,REMMES J,2,2,3,,,,,,,1,8,
,,ENGL,30,2106,PADILLA M R,18,6,4,,1,,,,,1,30,
,,,,2107,CANO D R,9,5,5,3,,,,,,2,24,
,,,,4185,KRUSOE J A,,21,,,,,,,1,9,31,
,,,,4186,PADILLA M R,12,9,2,,1,,,,,2,26,
,,ENGL,30,2108,PADILLA M R,2,,,,,,,,,,2,
,,,,2109,CANO D R,2,,2,,,,,,,,4,
,,,,4187,PADILLA M R,1,1,,,,,1,,,3,6,
,,,,4188,KRUSOE J A,,21,,,,,,,,4,25,
"Monday, March 04, 2013",,,,,,,,,,,,,,,,Page 43 of 86,
Department,Subject,Course,Section,,Instructor,A,B,C,D,DR,F,IP,IX,NP,P,W,Grand Total
English,ENGL,ENGL,31,2110,CAGGIANO S E,4,10,3,1,,,1,,,6,25,
,,,,2111,REICHLE R E,5,5,2,,,,,,,9,21,
,,ENGL,40,2112,VISHWANADHA H,2,7,3,,4,,,,,9,25,
,,ENGL,48,2113,STEEBER S J,8,7,8,,1,,,,,6,30,
,,ENGL,50,4189,DOTEN D G,6,3,3,3,6,,1,,,9,31,
,,ENGL,51,4190,REMMES J,3,5,,1,,,,,,3,12,
,,ENGL,52,4191,DEL GEORGE D K,7,2,4,1,2,,,,,,16,
,,ENGL,80,2114,SHAPIRO E P,,,,,,,,,15,3,18,
,,ENGL,84,2115,WRIGHT N E,,,,,,,,1,16,5,22,
,,,,2116,HARTMAN M,,,,,,,,2,17,6,25,
,,,,2117,HARTMAN M,,,,,,,,1,18,2,21,
,,ENGL,84,2120,YUDELL J,,,,,,,,10,10,6,26,
,,,,2122,YUDELL J,,,,,,,,5,11,12,28,
,,,,2124,YUDELL J,,,,,,,,12,7,7,26,
,,ENGL,85,2125,MARKARIAN E A,,,,,,,,1,22,5,28,
,,,,2126,CAMPBELL L A,,,,,,,,3,20,4,27,
,,,,2127,MARKARIAN E A,,,,,,,,1,28,1,30,
,,,,2128,JAMES K R,,,,,,,,6,11,6,23,
,,,,2129,DAVISON,IV G S,,,,,,,2,17,7,26,
,,,,2130,JAMES K R,,,,,,,,7,16,7,30,
,,,,2131,CAMPBELL L A,,,,,,,,1,23,2,26,
,,,,2132,DAVISON,IV G S,,,,,,,1,23,5,29,
,,,,2133,HIOUREAS E C,,,,,,,,2,16,7,25,
,,,,2134,KLEMP R M,,,,,,,,1,28,4,33,
,,,,2135,KLEMP R M,,,,,,,,,27,7,34,
,,,,2136,WEATHERFORD K C,,,,,,,,2,22,3,27,
,,,,2137,SANTILENA J A,,,,,,,,1,20,2,23,
,,,,2138,MARKARIAN E A,,,,,,,,1,27,3,31,
,,,,2139,HIOUREAS E C,,,,,,,,3,16,5,24,
,,,,2140,DAVISON,IV G S,,,,,,,4,18,7,29,
,,,,2141,HIOUREAS E C,,,,,,,,1,19,5,25,
,,,,2142,JAMES K R,,,,,,,,3,18,6,27,
"Monday, March 04, 2013",,,,,,,,,,,,,,,,Page 44 of 86,
Department,Subject,Course,Section,,Instructor,A,B,C,D,DR,F,IP,IX,NP,P,W,Grand Total
English,ENGL,ENGL,85,2143,HOTSINPILLER MATTHEW,,,,,,,3,8,11,6,28,
,,,,2144,WEATHERFORD K C,,,,,,,,6,19,1,26,
,,,,2145,DEMPSEY A L,,,,,,,,,16,6,22,
,,,,2146,SCHNITZLER A P,,,,,,,,3,17,9,29,
,,,,2147,DURAN A,,,,,,,,5,15,3,23,
,,,,2148,KRUG J M,,,,,,,1,3,22,2,28,
,,,,2149,WRIGHT N E,,,,,,,,2,22,1,25,
,,,,2150,SHAPIRO E P,,,,,,,,4,17,1,22,
,,,,4192,SCHNITZLER A P,,,,,,,,7,17,2,26,
,,,,4193,SHAPIRO E P,,,,,,,,7,15,1,23,
,,,,4194,WEATHERFORD K C,,,,,,,,3,19,1,23,
,HUM,HUM,26,2440,REMMES J,1,3,2,3,,,,,,2,11,
,REL ST,REL ST 51,,4450,REMMES J,1,3,6,1,,,,,,2,13,
,,REL ST 52,,4451,DEL GEORGE D K,3,3,2,,3,,1,,,,12,
ESL,ESL,ESL,10G,2154,LEVITT D J,1,12,7,,2,,,,,4,26,
,,,,2155,LODMER E L,2,8,10,4,4,,,,,3,31,
,,,,2156,ELLIS T L,7,8,5,1,3,,,,,2,26,
,,,,4197,IBARAKI A T,4,11,9,,2,,,,,2,28,
,,ESL,10W,2157,HARCLERODE J E,2,7,12,2,2,,,,,3,28,
,,,,2158,ASHLEIGH S B,3,9,9,,3,,,,,3,27,
,,,,2159,YENSER S J,3,11,7,2,3,,,,,1,27,
,,,,4198,HUMPHREY V A,2,8,6,2,9,,,,,1,28,
,,ESL,11A,2160,MCDONALD BR J,1,4,9,8,2,,,,,1,25,
,,,,2161,MARASCO J A,,4,10,10,,,,,,1,25,
,,,,2162,NIGHTINGALE M D,1,4,9,10,2,,,,,2,28,
,,,,2163,JAFFE S R,2,5,10,7,2,,,,2,1,29,
,,,,2164,SPECTOR A L,2,7,9,4,2,,,,,1,25,
,,,,2165,GRAZIADEI K N,1,7,8,7,1,,,,1,1,26,
,,,,2166,KIM E,,5,11,6,4,,,,,2,28,
,,,,2167,HOROWITZ R S,,6,11,6,1,,,,,3,27,
,,,,2168,STIVENER M,2,2,9,3,5,,,,,2,23,
,,,,4199,CERQUEIRA B L,,16,3,,6,,,,,,25,
"Monday, March 04, 2013",,,,,,,,,,,,,,,,Page 45 of 86,
Department,Subject,Course,Section,,Instructor,A,B,C,D,DR,F,IP,IX,NP,P,W,Grand Total
ESL,ESL,ESL,11B,2169,NIGHTINGALE M D,2,3,2,,1,,,6,7,2,23,
,,,,2171,KAHN A B,1,4,7,3,,,,2,8,,25,
,,,,2172,HOOVER J,2,8,1,,3,,,1,3,7,25,
,,,,2173,HOOVER J,3,7,3,,,,,1,10,2,26,
,,,,2174,KAHN A B,4,6,2,,,,,4,9,,25,
,,,,2175,KAHN A B,6,7,,,1,,,2,9,,25,
,,,,4200,CERQUEIRA B L,2,9,,,3,,,5,8,,27,
,,ESL,14A,2176,BRONSTEIN M G,6,4,5,2,3,,,,,9,29,
,,,,2177,SPECTOR A L,6,13,2,,1,,,,,1,23,
,,ESL,14B,2178,BRONSTEIN M G,7,7,10,2,1,,,,,2,29,
,,ESL,15,2179,BRONSTEIN M G,5,17,7,1,,,,,1,4,35,
,,,,2180,ELLIS T L,12,7,3,,6,,,,,5,33,
,,ESL,16A,2181,NIGHTINGALE M D,9,4,3,4,3,,,,,8,31,
